Date,Index_Return,Index_Level,Predicted_Return,Residual
2024-03-15,-0.0141227272727272,13757.56222894774,-0.011533760842295909,-0.002588966430431291
2024-03-18,0.0064045454545454,13845.673161586772,0.007043746417732024,-0.0006392009631866246
2024-03-19,-0.0014818181818181,13825.15639135642,0.00666426148468681,-0.00814607966650491
2024-03-20,0.0172204545454545,14063.231868577575,0.011097649037085934,0.006122805508368566
2024-03-21,0.0097590909090909,14200.47622685865,0.0011702436979772813,0.008588847211113618
2024-03-22,-0.0035886363636363,14149.51588148999,-0.0011132562121701445,-0.0024753801514661557
2024-03-25,0.0005045454545454,14156.654955412014,-0.005640784177320867,0.0061453296318662665
2024-03-26,-0.0011068181818181,14140.986112313638,-0.0021704972011375857,0.0010636790193194858
2024-03-27,0.0045022727272727,14204.65268842385,0.007198033130649865,-0.0026957604033771643
2024-03-28,-0.0042863636363636,14143.766381673016,-0.00027648049814154267,-0.004009883138222058
2024-04-01,0.0030295454545454,14186.615564824768,-0.0028323363583348787,0.005861881812880278
2024-04-02,-0.0109045454545454,14031.916970551974,-0.012614462501341935,0.0017099170467965354
2024-04-03,0.0032136363636363,14077.010449180065,0.0027929429934961756,0.0004206933701401245
2024-04-04,-0.0180772727272727,13822.53649210557,-0.017239111808731014,-0.0008381609185416847
2024-04-05,0.0109113636363636,13973.359214147838,0.018925708243597933,-0.008014344607234334
2024-04-08,0.0027931818181818,14012.389347043722,0.0001349690580313129,0.0026582127601504873
2024-04-09,0.0069136363636363,14109.265911574874,0.0034937276841000868,0.003419908679536213
2024-04-10,-0.0124181818181818,13934.054482163863,-0.009623524083499925,-0.002794657734681875
2024-04-11,0.0166499999999999,14166.056489291892,0.013306063520267707,0.0033439364797321937
2024-04-12,-0.024775,13815.092439769684,-0.021850783724839676,-0.002924216275160322
2024-04-15,-0.0210477272727272,13524.316141849897,-0.023533530466984757,0.002485803194257556
2024-04-16,0.0018340909090909,13549.120967137334,0.0006719860431552009,0.0011621048659356992
2024-04-17,-0.0193772727272727,13286.575954942306,-0.011699826944736992,-0.00767744578253571
2024-04-18,-0.0095068181818181,13160.262893079753,-0.007749809644464764,-0.0017570085373533363
2024-04-19,-0.0222795454545454,12867.058217759612,-0.021482261680282593,-0.000797283774262806
2024-04-22,0.016715909090909,13082.142793195117,0.009940527742646072,0.006775381348262928
2024-04-23,0.0208136363636363,13354.429756149844,0.019604636163001177,0.0012090002006351248
2024-04-24,0.0047431818181818,13417.7722445614,-0.0018580885486105328,0.006601270366792333
2024-04-25,-0.0006068181818181,13409.630096403904,-0.006502212982097013,0.005895394800278913
2024-04-26,0.0195318181818181,13671.544553332304,0.019408957601345006,0.00012286058047309562
2024-04-29,-0.0016886363636363,13648.458286052472,0.006325880276248626,-0.008014516639884926
2024-04-30,-0.0236545454545454,13325.610209140576,-0.02176402303965332,-0.0018905224148920811
2024-05-01,-0.0147613636363636,13128.906031167013,0.0007548010680406299,-0.01551616470440423
2024-05-02,0.017875,13363.585226474124,0.016104296465723363,0.0017707035342766353
2024-05-03,0.0167454545454545,13587.364535448356,0.017283578891728133,-0.0005381243462736322
2024-05-06,0.0150613636363636,13792.008773576576,0.01747072149642305,-0.00240935786005945
2024-05-07,-0.006225,13706.15351896106,0.002081540130673618,-0.008306540130673617
2024-05-08,-0.0029522727272727,13665.68921573122,-0.005990828384036501,0.0030385556567638005
2024-05-09,0.0016931818181818,13688.827712244218,0.005319097449111657,-0.0036259156309298565
2024-05-10,0.0026,13724.418664296052,-0.00048137605398977375,0.003081376053989774
2024-05-13,0.0062113636363636,13809.666019317692,-0.00057778782524934,0.00678915146161294
2024-05-14,0.0071977272727272,13909.06422905219,0.00809123674497153,-0.0008935094722443302
2024-05-15,0.0255227272727272,14264.061481989133,0.01803750575757271,0.007485221515154489
2024-05-16,-0.0021363636363636,14233.588259732158,-0.004585682710842322,0.0024493190744787224
2024-05-17,0.0010318181818181,14248.274734891062,0.0006182082645796134,0.00041360991723848656
2024-05-20,0.0139704545454545,14447.329609426008,0.007062607415907865,0.006907847129546635
2024-05-21,-0.005615909090909,14366.194719733072,0.0010465875296044441,-0.006662496620513444
2024-05-22,0.0036499999999999,14418.631330460095,-0.0020972617438376963,0.005747261743837596
2024-05-23,-0.0092386363636363,14285.422838736642,-0.010319265319921946,0.0010806289562856463
2024-05-24,0.0074068181818181,14391.232368353558,0.008971721018429772,-0.0015649028366116714
2024-05-28,-0.0023431818181818,14357.5110943268,0.005851050770635341,-0.00819423258881714
2024-05-29,-0.0121181818181818,14183.524164429187,-0.008866125360030066,-0.003252056458151735
2024-05-30,-0.0178204545454545,13930.76731676262,-0.009957228282977897,-0.007863226262476604
2024-05-31,-0.0073818181818181,13827.932925297064,-0.0003469345959122241,-0.0070348835859058755
2024-06-03,0.001065909090909,13842.67224471062,0.003248004307333048,-0.002182095216424048
2024-06-04,-0.0031136363636363,13799.571197039588,0.001664593625102808,-0.004778229988739108
2024-06-05,0.028265909090909,14189.628621988635,0.02254346835154043,0.005722440739368572
2024-06-06,-0.0015318181818181,14167.892690872226,-9.759662028776141e-05,-0.0014342215615303386
2024-06-07,-0.0022818181818181,14135.564135732144,-0.005459526807096996,0.003177708625278896
2024-06-10,0.0088181818181818,14260.2141103836,0.006863100543847194,0.0019550812743346054
2024-06-11,0.0041068181818181,14318.778216968743,0.006412985522822168,-0.0023061673410040675
2024-06-12,0.0181090909090909,14578.078273406942,0.013678763853669744,0.004430327055421157
2024-06-13,-0.0077227272727272,14465.495750740947,-5.8589254907740834e-05,-0.007664138017819459
