Date,Index_Return,Index_Level,Predicted_Return,Residual
2024-06-14,0.0045227272727272,14530.919242886346,0.0009203514289399952,0.0036023758437872047
2024-06-17,0.0125863636363636,14713.810676447947,0.0009977142785126051,0.011588649357850995
2024-06-18,0.001865909090909,14741.265309551049,0.0009219460114615992,0.0009439630794474007
2024-06-20,-0.0107613636363636,14582.629193094856,0.0009962827597781063,-0.011757646396141706
2024-06-21,0.002475,14618.721200347769,0.0009234830912872892,0.0015515169087127112
2024-06-24,-0.0141431818181818,14411.965968461938,0.000994893268774006,-0.015138075086955806
2024-06-25,0.0121568181818181,14587.16961838308,0.000924963898118163,0.011231854283699938
2024-06-26,-0.0012681818181818,14568.670435094316,0.0009935461688701463,-0.002261727987051946
2024-06-27,0.007175,14673.200645466117,0.0009263897571764848,0.006248610242823515
2024-06-28,0.0016090909090909,14696.811159232002,0.0009922415603965814,0.0006168493486943187
2024-07-01,0.0049545454545454,14769.627178157289,0.0009277620665526933,0.0040267833879927065
2024-07-02,0.0081931818181818,14890.637419014687,0.0009909793200673699,0.007202202498114431
2024-07-03,0.0069795454545454,14994.567299727856,0.0009290822780388058,0.006050463176506594
2024-07-05,0.0103272727272727,15149.42028565959,0.0009897591356555638,0.009337513591617136
2024-07-08,0.0018772727272727,15177.85987919585,0.0009303518808954897,0.0009469208463772104
2024-07-09,-0.0058454545454545,15089.138389174732,0.0009885805363989237,-0.006834035081853424
2024-07-10,0.010725,15250.96939839863,0.0009315723881075888,0.009793427611892412
2024-07-11,-0.0174590909090909,14984.701337220224,0.0009874429195919215,-0.01844653382868282
2024-07-12,0.0128431818181818,15177.152580985296,0.0009327453247634804,0.01191043649341832
2024-07-15,0.0074136363636363,15289.670471256144,0.0009863455737870069,0.006427290789849293
2024-07-16,0.0043681818181818,15356.458531814676,0.0009338722182553324,0.0034343095999264674
2024-07-17,-0.0401613636363636,14739.722216551729,0.0009852876989918475,-0.041146651335355444
2024-07-18,-0.0080704545454545,14620.76595839042,0.0009349545900455733,-0.009005409135500074
2024-07-19,-0.0109704545454545,14460.36951002417,0.0009842684242123661,-0.011954722969666867
2024-07-22,0.0193613636363636,14740.341982423934,0.0009359939487833718,0.01842536968758023
2024-07-23,-0.009,14607.67890458212,0.000983286822655636,-0.009983286822655636
2024-07-24,-0.0425227272727272,13986.520558435,0.0009369917845862049,-0.043459719057313405
2024-07-25,-0.0089954545454545,13860.705448502533,0.0009823419248730805,-0.00997779647032758
2024-07-26,0.0148931818181818,14067.135454875344,0.0009379495643274115,0.013955232253854389
2024-07-29,-0.000640909090909,14058.119699879266,0.000981432730093403,-0.001622341821002403
2024-07-30,-0.0213795454545454,13757.563490750255,0.0009388687277922507,-0.02231841418233765
2024-07-31,0.0338681818181818,14223.507152430167,0.0009805582159664451,0.03288762360221535
2024-08-01,-0.0382022727272727,13680.136853054715,0.0009397506845832782,-0.03914202341185598
2024-08-02,-0.044865909090909,13066.365076654369,0.00097971734691372,-0.045845626437822716
2024-08-05,-0.0220977272727272,12777.62810474457,0.0009405968116714913,-0.023038324084398692
2024-08-06,0.0142704545454545,12959.97066581205,0.0009789090812585453,0.013291545464195954
2024-08-07,-0.00915,12841.38693421987,0.0009414084515031299,-0.01009140845150313
2024-08-08,0.0486477272727272,13466.091223599364,0.000978132377288359,0.04766959489543884
2024-08-09,0.0025681818181818,13500.674594241787,0.0009421869105836569,0.0016259949075981433
2024-08-12,-0.0027045454545454,13464.161406134634,0.00097738619838372,-0.00368193165292912
2024-08-13,0.0292386363636363,13857.83512542991,0.0009429334584705293,0.02829570290516577
2024-08-14,0.0013636363636363,13876.732173328224,0.0009766695173324571,0.00038696684630384285
2024-08-15,0.0312386363636363,14310.2223636064,0.0009436493271151703,0.03029498703652113
2024-08-16,0.0020977272727272,14340.241307337326,0.0009759813199332362,0.001121745952793964
2024-08-19,0.0133613636363636,14531.846486077862,0.0009443357105022196,0.012417027925861381
2024-08-20,-0.0056386363636363,14449.906688050682,0.000975320607980278,-0.006613956971616578
2024-08-21,0.012865909090909,14635.81787387126,0.0009449937645408506,0.01192091532636815
2024-08-22,-0.0243295454545454,14279.735077644462,0.0009746864017098713,-0.02530423185625527
2024-08-23,0.015515909090909,14501.29814895146,0.0009456246071688055,0.014570284483740195
2024-08-26,-0.0188522727272727,14227.915721347932,0.0009740777417795548,-0.019826350469052255
2024-08-27,0.0020772727272727,14257.470982641822,0.0009462293186349352,0.001131043408637765
2024-08-28,-0.0169181818181818,14016.260496290037,0.000973493690842223,-0.017891675509024024
2024-08-29,0.0094772727272727,14149.096419629876,0.0009468089419305298,0.00853046378534217
2024-08-30,0.0209613636363636,14445.68077480771,0.0009729333347697996,0.0199884303015938
2024-09-03,-0.045875,13782.985169263407,0.0009473644833436545,-0.046822364483343655
2024-09-04,-0.0072568181818181,13682.964551887366,0.0009723957835744343,-0.008229213965392534
2024-09-05,-0.0053363636363636,13609.947277415022,0.0009478969131141602,-0.00628426054947776
2024-09-06,-0.0266295454545454,13247.520567757132,0.0009718801720692695,-0.02760142562661467
2024-09-09,0.0160090909090909,13459.601328846407,0.0009484071661700494,0.01506068374292085
2024-09-10,0.0058477272727272,13538.309406617138,0.000971385660305625,0.004876341612421575
2024-09-11,0.0275681818181818,13911.535981849562,0.0009488961429285153,0.026619285675253287
2024-09-12,0.0016886363636363,13935.027507382549,0.0009709114338188757,0.0007177249298174243
2024-09-13,0.0109454545454545,14087.552717554265,0.0009493647101472866,0.009996089835307214
2024-09-16,-0.0005818181818181,14079.35632324587,0.0009704567037112575,-0.0015522748855293575
2024-09-17,0.000875,14091.67576002871,0.0009498137018139192,-7.481370181391923e-05
2024-09-18,-0.0070522727272727,13992.29741938469,0.0009700207065962974,-0.008022293433868996
2024-09-19,0.0308795454545454,14424.373203560095,0.0009502439200624417,0.029929301534482956
2024-09-20,-0.004965909090909,14352.743077537873,0.0009696027044264325,-0.005935511795335432
2024-09-23,0.0033181818181818,14400.368088658792,0.0009506561361083012,0.002367525682073499
2024-09-24,0.0065590909090909,14494.821412076675,0.0009692019842226461,0.0055898889248682535
2024-09-25,-0.000140909090909,14492.778959968611,0.0009510510911938928,-0.0010919601821028928
2024-09-26,0.0226590909090909,14821.1721559479,0.0009688178577225172,0.02169027305136838
2024-09-27,-0.0035772727272727,14768.152781008215,0.0009514294975381247,-0.004528702224810824
2024-09-30,-0.0033568181818181,14718.578777241057,0.0009684496609609725,-0.004325267842779073
2024-10-01,-0.0193340909090909,14434.008437109262,0.0009517920392844939,-0.020285882948375394
2024-10-02,0.009665909090909,14573.526250479774,0.00096809675379615,0.008697812337112849
2024-10-03,0.0011340909090909,14590.05395411384,0.0009521393734430246,0.0001819515356478753
2024-10-04,0.0169818181818181,14837.81959762552,0.000967758519391146,0.016014059662426954
2024-10-07,-0.0100727272727272,14688.36228749671,0.0009524721308221963,-0.011025199403549396
2024-10-08,0.0139772727272727,14893.66553310604,0.0009674343636609791,0.01300983836361172
2024-10-09,0.0125931818181818,15081.224171103631,0.0009527909169476483,0.011640390901234152
2024-10-10,0.0042590909090909,15145.45647586874,0.0009671237146928366,0.0032919671943980634
2024-10-11,0.0112022727272727,15315.12000989046,0.0009530963129650339,0.010249176414307665
2024-10-14,0.008690909090909,15448.22232561278,0.000966826022146558,0.0077240830687624416
2024-10-15,-0.0294886363636363,14992.675314988175,0.0009533888765248893,-0.03044202524016119
2024-10-16,-0.0057272727272727,14906.80817454779,0.000966540756641343,-0.006693813483914042
2024-10-17,-0.0006681818181818,14896.847716358432,0.0009536691426478161,-0.0016218509608296162
2024-10-18,0.006665909090909,14996.148748976795,0.000966267409133811,0.005699641681775189
2024-10-21,-0.0001090909090909,14994.512805476905,0.0009539376245686492,-0.0010630285336595492
2024-10-22,-0.0017886363636363,14967.69307461802,0.0009660054902917963,-0.002754641853928096
2024-10-23,-0.0138613636363636,14760.220438113258,0.0009541948145586023,-0.014815558450922204
2024-10-24,0.0092590909090909,14896.886660987968,0.0009657545298676122,0.008293336379223288
2024-10-25,0.0084704545454545,15023.070062318657,0.0009544411847246504,0.007516013360729849
2024-10-28,0.0047727272727272,15094.771078525178,0.0009655140760739411,0.003807213196653259
2024-10-29,0.0202818181818181,15400.920481035995,0.0009546771877856529,0.019327140994032446
2024-10-30,-0.0175636363636363,15130.4243140418,0.0009652836949650104,-0.01852892005860131
2024-10-31,-0.0266386363636363,14727.370442712518,0.0009549032578249141,-0.027593539621461213
2024-11-01,0.01075,14885.689674971676,0.0009650629698252841,0.009784937030174716
2024-11-04,-0.0036863636363636,14830.815609851668,0.0009551198110190466,-0.004641483447382647
2024-11-05,0.0182727272727272,15101.815058722592,0.0009648515005675107,0.01730787577215969
2024-11-06,0.0365636363636363,15653.992332960612,0.0009553272463431531,0.035608309117293145
2024-11-07,0.0317863636363636,16151.575825616948,0.000964648903141649,0.03082171473322195
2024-11-08,-0.0016295454545454,16125.256098646569,0.0009555259462524539,-0.002585071400797854
2024-11-11,0.0036068181818181,16183.416965529635,0.0009644548089558987,0.002642363372862201
2024-11-12,-0.0016068181818181,16157.413156905475,0.0009557162773405962,-0.0025625344591586963
2024-11-13,-0.0046818181818181,16081.767086216329,0.0009642688643108192,-0.005646087046128919
2024-11-14,-0.0060431818181818,15984.58204375667,0.0009558985909749573,-0.0069990804091567575
2024-11-15,-0.0260590909090909,15568.038367134595,0.0009640907298473019,-0.0270231816389382
2024-11-18,0.0112704545454545,15743.497235913275,0.0009560732239093273,0.010314381321545173
2024-11-19,0.0089636363636363,15884.616220227916,0.0009639200800089769,0.007999716283627323
2024-11-20,0.0003068181818181,15889.489909295487,0.0009562404988744128,-0.0006494223170563128
2024-11-21,0.0095181818181818,16040.728963250329,0.0009637566025194743,0.008554425215662326
2024-11-22,0.0078795454545454,16167.122616240304,0.0009564007251466431,0.006923144729398757
2024-11-25,0.0079227272727272,16295.210319513517,0.0009635999978748241,0.006959127274852375
2024-11-26,-0.0057818181818181,16200.994376211602,0.0009565541990957994,-0.006738372380913899
2024-11-27,-0.0125204545454545,15998.15056253308,0.0009634499788511585,-0.013483904524305658
2024-11-29,0.0080431818181818,16126.826596262184,0.0009567012047120133,0.007086480613469786
2024-12-02,0.0149568181818181,16368.032609512187,0.0009633062700277819,0.013993511911790319
2024-12-03,-0.0007863636363636,16355.161383869252,0.0009568420141127,-0.0017432056504763
2024-12-04,0.0199113636363636,16680.814949514886,0.0009631686073255876,0.018948195029038013
2024-12-05,-0.0183136363636363,16375.328570280362,0.0009569768880300044,-0.019270613251666305
2024-12-06,0.0117681818181818,16568.03641422789,0.0009630367375607303,0.01080514508062107
2024-12-09,-0.007590909090909,16442.26995599261,0.0009571060762793488,-0.008548015167188349
2024-12-10,-0.0168454545454545,16165.292444824843,0.0009629104180133966,-0.017808364963467896
2024-12-11,0.0212840909090909,16509.35599879254,0.0009572298182096747,0.020326861090881224
2024-12-12,-0.0083181818181818,16372.028173893494,0.0009627894160114743,-0.009280971234193273
2024-12-13,0.0010499999999999,16389.21880347608,0.0009573483431359662,9.265165686393381e-05
2024-12-16,0.0138068181818181,16615.501767637714,0.0009626735085288731,0.012844144673289228
2024-12-17,-0.0087204545454545,16470.60703972311,0.0009574618707546514,-0.009677916416209152
2024-12-18,-0.0408113636363636,15798.41910651332,0.0009625624817982142,-0.04177392611816181
2024-12-19,-0.0089590909090909,15656.87963351815,0.0009575706115424586,-0.009916661520633358
2024-12-20,0.0169795454545454,15922.726332931818,0.0009624561309375862,0.016017089323607812
2024-12-23,0.0089113636363636,16064.619537366874,0.0009576747671393081,0.007953688869224292
2024-12-24,0.0108113636363636,16238.299980865178,0.0009623542595910355,0.009849009376772565
2024-12-26,-0.002615909090909,16195.822064324324,0.000957774530715804,-0.003573683621624804
2024-12-27,-0.0121590909090909,15998.895591496745,0.0009622566795824441,-0.013121347588673345
2024-12-30,-0.0170681818181818,15725.823532650968,0.0009578700873258843,-0.018026051905507684
2024-12-31,-0.0076977272727272,15604.770431957584,0.0009621632105824389,-0.008659890483309639
