Date,Index_Level,Index_Predicted_Return,Predicted_Index_Level
2024-03-15,13757.56222894774,-0.005786516266060174,13873.891050851302
2024-03-18,13845.673161586772,0.0037709558541263897,13926.208881529019
2024-03-19,13825.15639135642,-0.004786362804265238,13859.55299333404
2024-03-20,14063.231868577575,0.0010904191747748125,13874.66571567178
2024-03-21,14200.47622685865,-0.001063610266000958,13859.908478779258
2024-03-22,14149.51588148999,0.0023242470030944325,13892.122329524223
2024-03-25,14156.654955412014,0.0011053329833600471,13907.477750543922
2024-03-26,14140.986112313638,0.004825213847362463,13974.584304767732
2024-03-27,14204.65268842385,0.005850260657726158,14056.339265533992
2024-03-28,14143.766381673016,-0.0014423884950393658,14036.064563495014
2024-04-01,14186.615564824768,0.0008545627390555324,14048.059261273955
2024-04-02,14031.916970551974,-0.004030591782023403,13991.437269062088
2024-04-03,14077.010449180065,0.0019328268451818615,14018.480294618412
2024-04-04,13822.53649210557,-0.00814698875031612,13904.271893361627
2024-04-05,13973.359214147838,0.004446176577266047,13966.092741377828
2024-04-08,14012.389347043722,-0.0015614081760628974,13944.285969983788
2024-04-09,14109.265911574874,0.003085788978319447,13987.315093940499
2024-04-10,13934.054482163863,-0.009757028317743173,13850.840464479723
2024-04-11,14166.056489291892,0.01070231155271005,13999.07647439747
2024-04-12,13815.092439769684,-0.005232741915708148,13925.822920148687
2024-04-15,13524.316141849897,-0.005868981091266598,13844.092528750009
2024-04-16,13549.120967137334,-0.006428751752445976,13755.092294644783
2024-04-17,13286.575954942306,-0.004996919211581615,13686.359209700595
2024-04-18,13160.262893079753,-0.010703577188967268,13539.86620746363
2024-04-19,12867.058217759612,-0.015411723501602866,13331.193533225505
2024-04-22,13082.142793195117,-0.0006313999098867921,13322.776218829942
2024-04-23,13354.429756149844,0.0009346347282862172,13335.228148161246
2024-04-24,13417.7722445614,-0.002397970370911353,13303.250666172611
2024-04-25,13409.630096403904,-0.004803563329028947,13239.347659115705
2024-04-26,13671.544553332304,0.009837862694393167,13369.59454354942
2024-04-29,13648.458286052472,0.005134683234138936,13438.24317649942
2024-04-30,13325.610209140576,-0.004362388540191078,13379.620338465958
2024-05-01,13128.906031167013,-0.005539041257434548,13305.510069402384
2024-05-02,13363.585226474124,0.011265585760442653,13455.40443417567
2024-05-03,13587.364535448356,0.0023574035853427037,13487.124252831032
2024-05-06,13792.008773576576,-0.0024110177156715937,13454.60655732399
2024-05-07,13706.15351896106,-0.00493450331888617,13388.21475661257
2024-05-08,13665.68921573122,0.003865321353258085,13439.964508993307
2024-05-09,13688.827712244218,0.005528289580235458,13514.26452474711
2024-05-10,13724.418664296052,0.005756877657885512,13592.064492252382
2024-05-13,13809.666019317692,-0.0004960582009064999,13585.322037193751
2024-05-14,13909.06422905219,0.0027338366726722936,13622.462088789096
2024-05-15,14264.061481989133,0.01018995972415197,13761.274428817644
2024-05-16,14233.588259732158,0.002881720191794614,13800.930571203993
2024-05-17,14248.274734891062,0.004605645336667638,13864.492762730932
2024-05-20,14447.329609426008,0.006474612507244124,13954.259980979106
2024-05-21,14366.194719733072,0.007043541053957655,14052.547384032729
2024-05-22,14418.631330460095,-0.00029419394464382724,14048.413209685525
2024-05-23,14285.422838736642,-0.0018728412354598449,14022.102762133647
2024-05-24,14391.232368353558,0.006162245882716316,14108.51040714663
2024-05-28,14357.5110943268,-0.0014898016718263732,14087.491524755083
2024-05-29,14183.524164429187,-0.004610176337465934,14022.545704673405
2024-05-30,13930.76731676262,-0.007401068726363622,13918.763880194543
2024-05-31,13827.932925297064,-0.00033766420131185087,13914.064011905688
2024-06-03,13842.67224471062,-0.001556602816163915,13892.40534068047
2024-06-04,13799.571197039588,-0.007125839601894105,13793.410288538287
2024-06-05,14189.628621988635,0.005058245212876874,13863.180740099531
2024-06-06,14167.892690872226,0.0008580385350216594,13875.075883392507
2024-06-07,14135.564135732144,0.0029592875849021334,13916.136223193804
2024-06-10,14260.2141103836,0.0024408406698260944,13950.103294454217
2024-06-11,14318.778216968743,0.010738776947600228,14099.910342129342
2024-06-12,14578.078273406942,0.005923472623445425,14183.43077503398
2024-06-13,14465.495750740947,-0.0011500905122466684,14167.118545868505
2024-06-14,14530.919242886346,0.002991462964784275,14209.49895631618
2024-06-17,14713.810676447947,0.005119886800540418,14282.249982464915
2024-06-18,14741.265309551049,0.0052608840347917185,14357.387243378567
2024-06-20,14582.629193094856,-0.0064841218469007585,14264.292195089363
2024-06-21,14618.721200347769,0.0018571841716723046,14290.783612774194
2024-06-24,14411.965968461938,-0.0011387954103010498,14274.50933398636
2024-06-25,14587.16961838308,0.004288882188285183,14335.731022815406
2024-06-26,14568.670435094316,-0.0034050791474170557,14286.916724046636
2024-06-27,14673.200645466117,0.004259389180386559,14347.770262562126
2024-06-28,14696.811159232002,-0.0033918935881495135,14299.104152604299
2024-07-01,14769.627178157289,0.005065279848390936,14371.533116718529
2024-07-02,14890.637419014687,0.002069626437236595,14401.276821600512
2024-07-03,14994.567299727856,0.006117250175271091,14489.373034761576
2024-07-05,15149.42028565959,0.004804957015823266,14558.993849379836
2024-07-08,15177.85987919585,0.004424995589175966,14623.417332946183
2024-07-09,15089.138389174732,0.0014556908765687667,14644.704508142011
2024-07-10,15250.96939839863,0.005005421523565799,14718.007427293327
2024-07-11,14984.701337220224,-0.001241034835126782,14699.7418673724
2024-07-12,15177.152580985296,0.0032110312478780445,14746.943197844277
2024-07-15,15289.670471256144,0.003416671133975657,14797.328652982727
2024-07-16,15356.458531814676,0.004591914719742455,14865.276724237227
