Date,Company,Price Close_lag1,Volume_lag1,Return,Mkt-RF_lag1,SMB_lag1,HML_lag1,RMW_lag1,CMA_lag1,RF_lag1
2022-05-27,FTNT.O,"58,86",6211574.0,0.0121,2.18,0.01,-0.59,-0.14,-0.31,0.001
2022-05-31,FTNT.O,"59,574",9173309.0,-0.0125,2.58,0.01,-1.24,-0.63,-0.26,0.001
2022-06-01,FTNT.O,"58,828",9865814.0,-0.0173,-0.71,-0.37,0.4,0.78,-0.24,0.001
2022-06-02,FTNT.O,"57,812",5257094.0,0.049,-0.75,0.25,0.72,-0.24,1.08,0.003
2022-06-03,FTNT.O,"60,644",5512874.0,-0.0217,2.09,0.41,-2.05,-0.43,-1.49,0.003
2022-06-06,FTNT.O,"59,328",4924774.0,0.0011,-1.63,1.02,0.52,-0.8,0.45,0.003
2022-06-07,FTNT.O,"59,394",3275254.0,0.0283,0.33,0.04,0.69,0.5,0.18,0.003
2022-06-08,FTNT.O,"61,076",4148534.0,-0.0159,0.99,0.19,-0.15,-1.58,0.66,0.003
2022-06-09,FTNT.O,"60,106",3418409.0,0.0099,-1.02,-0.26,-0.54,-0.69,-0.24,0.003
2022-06-10,FTNT.O,"60,7",5970114.0,-0.05,-2.44,0.45,0.24,0.86,0.15,0.003
2022-06-13,FTNT.O,"57,662",6869949.0,-0.0757,-3.0,0.27,0.62,0.31,0.5,0.003
2022-06-14,FTNT.O,"53,298",6938989.0,0.0103,-4.13,-0.46,0.61,1.7,-0.36,0.003
2022-06-15,FTNT.O,"53,846",4913634.0,0.0308,-0.25,0.1,0.13,0.12,0.04,0.003
2022-06-16,FTNT.O,"55,504",5361809.0,-0.0497,1.55,-0.01,-1.68,-0.21,-1.14,0.003
2022-06-17,FTNT.O,"52,746",5730769.0,0.0199,-3.52,-1.08,0.0,0.6,-0.64,0.003
2022-06-21,FTNT.O,"53,798",11751784.0,0.0447,0.46,0.73,-2.63,0.38,-2.02,0.003
2022-06-22,FTNT.O,"56,202",5768779.0,-0.0091,2.38,-0.84,0.26,-0.91,0.0,0.003
2022-06-23,FTNT.O,"55,688",4096594.0,0.02,-0.19,0.04,-1.79,0.63,-1.61,0.003
2022-06-24,FTNT.O,"56,8",4602317.0,0.041,1.13,0.32,-3.87,0.5,-1.88,0.003
2022-06-27,FTNT.O,"59,13",7996945.0,-0.0047,3.11,-0.42,-0.03,0.11,-0.33,0.003
2022-06-28,FTNT.O,"58,85",3179612.0,-0.0265,-0.28,0.76,1.26,-0.3,1.29,0.003
2022-06-29,FTNT.O,"57,29",4750698.0,-0.0021,-2.09,0.04,2.36,-0.7,1.3,0.003
2022-06-30,FTNT.O,"57,17",3357635.0,-0.0103,-0.2,-0.58,-1.32,1.09,-0.86,0.003
2022-07-01,FTNT.O,"56,58",4280082.0,0.014,-0.96,0.51,-0.15,0.9,-0.16,0.003
2022-07-05,FTNT.O,"57,37",2661730.0,0.0284,1.14,-0.02,0.11,-0.75,-0.07,0.004
2022-07-06,FTNT.O,59,3437794.0,0.0147,0.48,1.12,-3.35,-1.74,-2.15,0.004
2022-07-07,FTNT.O,"59,87",4152507.0,0.0292,0.17,-0.89,-0.73,0.05,-0.31,0.004
2022-07-08,FTNT.O,"61,62",5456503.0,0.0175,1.77,0.89,-0.96,-0.84,-1.32,0.004
2022-07-11,FTNT.O,"62,7",3691572.0,-0.0067,-0.07,0.07,-0.07,-0.25,-0.21,0.004
2022-07-12,FTNT.O,"62,28",3549150.0,-0.0427,-1.39,-0.99,1.59,1.71,1.26,0.004
2022-07-13,FTNT.O,"59,62",5614699.0,-0.0119,-0.88,0.85,0.52,0.1,0.83,0.004
2022-07-14,FTNT.O,"58,91",3750947.0,-0.0216,-0.39,0.43,-0.38,0.04,-0.33,0.004
2022-07-15,FTNT.O,"57,64",4630826.0,0.0448,-0.41,-0.47,-1.01,0.78,-0.03,0.004
2022-07-18,FTNT.O,"60,22",4738287.0,-0.0369,1.95,0.04,0.46,-0.22,-0.39,0.004
2022-07-19,FTNT.O,58,4819287.0,0.0207,-0.71,0.37,1.02,0.14,-0.09,0.004
2022-07-20,FTNT.O,"59,2",7184898.0,0.0074,2.81,0.84,-0.54,-0.27,-0.59,0.004
2022-07-21,FTNT.O,"59,64",5244886.0,0.0372,0.89,1.08,-1.31,-1.48,-1.49,0.004
2022-07-22,FTNT.O,"61,86",3901157.0,-0.0102,0.97,-0.33,-1.6,-0.25,-0.89,0.004
2022-07-25,FTNT.O,"61,23",2397553.0,-0.0038,-1.19,-0.84,1.38,1.74,1.52,0.004
2022-07-26,FTNT.O,61,3182922.0,-0.0777,0.12,0.1,1.68,0.65,0.52,0.004
2022-07-27,FTNT.O,"56,26",6507243.0,0.0297,-1.32,0.34,1.06,0.57,1.16,0.004
2022-07-28,FTNT.O,"57,93",4262441.0,0.0254,2.72,0.16,-1.26,-0.2,-1.34,0.004
2022-07-29,FTNT.O,"59,4",3886293.0,0.0042,1.19,-0.04,-0.86,0.15,-0.88,0.004
2022-08-01,FTNT.O,"59,65",4806095.0,0.0069,1.45,-0.88,0.45,0.48,-1.17,0.004
2022-08-02,FTNT.O,"60,06",3960299.0,0.0052,-0.19,0.18,-0.26,0.17,0.35,0.008
2022-08-03,FTNT.O,"60,37",4032542.0,0.0416,-0.49,0.58,-1.4,-2.18,-0.46,0.008
2022-08-04,FTNT.O,"62,88",6500514.0,-0.1633,1.67,0.28,-1.93,-1.49,-0.71,0.008
2022-08-05,FTNT.O,"52,61",19687502.0,0.0148,-0.06,0.41,-1.65,-1.3,-0.86,0.008
2022-08-08,FTNT.O,"53,39",11779803.0,-0.0013,-0.04,0.94,-0.06,-1.27,-0.22,0.008
2022-08-09,FTNT.O,"53,32",6173403.0,-0.0212,0.0,0.97,-0.08,-0.44,0.21,0.008
2022-08-10,FTNT.O,"52,19",4390974.0,0.0326,-0.68,-1.37,2.11,0.87,1.3,0.008
2022-08-11,FTNT.O,"53,89",6173795.0,-0.0254,2.36,0.77,-1.59,-1.38,-1.36,0.008
2022-08-12,FTNT.O,"52,52",5496374.0,0.0337,-0.07,0.21,1.65,0.74,0.9,0.008
2022-08-15,FTNT.O,"54,29",5007717.0,-0.0039,1.76,0.49,-0.73,-0.65,-0.53,0.008
2022-08-16,FTNT.O,"54,08",3109708.0,-0.0211,0.38,-0.02,-0.62,-0.18,-0.01,0.008
2022-08-17,FTNT.O,"52,94",4902275.0,-0.0191,0.19,-0.14,0.71,1.03,0.52,0.008
2022-08-18,FTNT.O,"51,93",4814184.0,0.0065,-0.93,-0.92,1.04,1.27,0.67,0.008
2022-08-19,FTNT.O,"52,27",3793675.0,-0.0187,0.27,0.35,0.47,0.79,0.08,0.008
2022-08-22,FTNT.O,"51,29",4369387.0,-0.0189,-1.5,-0.94,0.96,1.06,1.25,0.008
2022-08-23,FTNT.O,"50,32",6160763.0,0.0054,-2.14,-0.04,0.37,0.2,0.2,0.008
2022-08-24,FTNT.O,"50,59",6809892.0,-0.0085,-0.11,0.11,0.33,-0.36,-0.19,0.008
2022-08-25,FTNT.O,"50,16",3366019.0,0.0142,0.4,0.52,-0.61,-1.43,-0.48,0.008
2022-08-26,FTNT.O,"50,87",4258870.0,-0.0256,1.45,0.12,-0.01,0.15,-0.38,0.008
2022-08-29,FTNT.O,"49,57",7008612.0,-0.0178,-3.37,-0.27,1.68,0.22,0.85,0.008
2022-08-30,FTNT.O,"48,69",5837101.0,0.0072,-0.72,-0.39,0.43,0.26,0.43,0.008
2022-08-31,FTNT.O,"49,04",6129994.0,-0.0071,-1.11,-0.38,-0.24,-0.24,0.12,0.008
2022-09-01,FTNT.O,"48,69",5860023.0,-0.0029,-0.74,0.23,-0.45,-0.62,-0.13,0.008
2022-09-02,FTNT.O,"48,55",5723816.0,0.001,-0.01,-1.04,-0.3,0.62,0.55,0.009
2022-09-06,FTNT.O,"48,6",6405123.0,0.0216,-0.99,0.11,1.06,-0.06,0.27,0.009
2022-09-07,FTNT.O,"49,65",7441948.0,0.0161,-0.51,-0.54,-0.52,-0.17,-0.7,0.009
2022-09-08,FTNT.O,"50,45",5120837.0,0.025,1.92,0.41,-1.53,-1.3,-0.54,0.009
2022-09-09,FTNT.O,"51,71",4492249.0,0.0364,0.78,-0.15,-0.2,-1.29,-1.01,0.009
2022-09-12,FTNT.O,"53,59",5488832.0,0.042,1.67,0.38,-0.51,-0.1,-0.49,0.009
2022-09-13,FTNT.O,"55,84",7382447.0,-0.0711,1.07,0.25,-0.17,-0.13,-0.13,0.009
2022-09-14,FTNT.O,"51,87",7693733.0,0.0013,-4.29,0.05,1.44,-0.31,0.9,0.009
2022-09-15,FTNT.O,"51,94",4542249.0,-0.0216,0.45,-0.19,-0.28,-0.73,-0.42,0.009
2022-09-16,FTNT.O,"50,82",6011877.0,-0.0079,-1.03,0.39,0.54,-0.36,0.24,0.009
2022-09-19,FTNT.O,"50,42",10405467.0,0.0063,-0.99,-0.75,0.85,1.69,0.95,0.009
2022-09-20,FTNT.O,"50,74",3593398.0,0.0006,0.72,-0.07,0.67,0.61,-0.07,0.009
2022-09-21,FTNT.O,"50,77",3590266.0,-0.0191,-1.16,-0.3,0.04,-0.12,0.33,0.009
2022-09-22,FTNT.O,"49,8",4367552.0,-0.0213,-1.68,0.33,0.08,0.38,0.1,0.009
2022-09-23,FTNT.O,"48,74",4057743.0,-0.0031,-1.14,-1.16,0.41,1.16,0.9,0.009
2022-09-26,FTNT.O,"48,59",4248348.0,-0.0062,-1.85,-0.47,-0.81,0.18,-0.26,0.009
2022-09-27,FTNT.O,"48,29",3514589.0,0.0043,-1.02,-0.05,-0.75,0.17,-0.42,0.009
2022-09-28,FTNT.O,"48,5",4214915.0,0.0303,-0.05,0.58,-0.93,-0.62,-0.9,0.009
2022-09-29,FTNT.O,"49,97",3878541.0,-0.0068,2.15,0.92,-0.33,-0.86,-0.71,0.009
2022-09-30,FTNT.O,"49,63",3470094.0,-0.0101,-2.17,-0.28,0.86,0.43,0.5,0.009
2022-10-03,FTNT.O,"49,13",4727179.0,0.0372,-1.42,0.59,0.26,-0.66,-0.09,0.009
2022-10-04,FTNT.O,"50,96",5040495.0,0.0338,2.55,0.01,0.69,0.9,0.37,0.011
2022-10-05,FTNT.O,"52,68",3892419.0,0.0173,3.3,0.72,-0.06,-1.04,-0.29,0.011
2022-10-06,FTNT.O,"53,59",3368094.0,0.0028,-0.22,-0.37,0.06,0.35,0.16,0.011
2022-10-07,FTNT.O,"53,74",4983333.0,-0.0422,-0.86,0.46,0.13,-0.12,-0.46,0.011
2022-10-10,FTNT.O,"51,47",5489920.0,-0.0047,-2.91,-0.23,1.68,0.97,1.46,0.011
2022-10-11,FTNT.O,"51,23",6974998.0,-0.0517,-0.81,0.24,0.76,1.52,0.4,0.011
2022-10-12,FTNT.O,"48,58",6377629.0,-0.0076,-0.7,0.61,0.32,0.57,0.64,0.011
2022-10-13,FTNT.O,"48,21",4970399.0,0.0205,-0.28,0.02,0.02,-0.02,0.0,0.011
2022-10-14,FTNT.O,"49,2",5114592.0,-0.0217,2.4,-0.26,1.57,0.54,0.96,0.011
2022-10-17,FTNT.O,"48,13",4752942.0,0.0484,-2.46,-0.21,1.2,0.53,1.57,0.011
2022-10-18,FTNT.O,"50,46",5594577.0,0.0218,2.74,0.38,-1.42,-1.01,-1.19,0.011
2022-10-19,FTNT.O,"51,56",5121994.0,0.0045,1.19,-0.13,0.01,-0.43,0.03,0.011
2022-10-20,FTNT.O,"51,79",4373777.0,-0.0039,-0.87,-1.2,1.21,0.69,0.78,0.011
2022-10-21,FTNT.O,"51,59",4433508.0,0.0419,-0.8,-0.33,-0.43,-0.61,0.11,0.011
2022-10-24,FTNT.O,"53,75",5512162.0,0.0214,2.3,-0.05,0.11,0.61,-0.22,0.011
2022-10-25,FTNT.O,"54,9",5905886.0,0.0186,1.03,-0.63,0.45,1.16,0.49,0.011
2022-10-26,FTNT.O,"55,92",5524345.0,-0.0077,1.78,1.02,-1.52,-1.18,-1.24,0.011
2022-10-27,FTNT.O,"55,49",5976165.0,0.0094,-0.66,0.7,0.89,-0.8,0.68,0.011
2022-10-28,FTNT.O,"56,01",4246197.0,0.0195,-0.54,0.43,1.09,-0.37,0.51,0.011
2022-10-31,FTNT.O,"57,1",3795562.0,0.0011,2.32,0.05,-0.34,0.38,0.62,0.011
2022-11-01,FTNT.O,"57,16",5405877.0,-0.0129,-0.67,0.47,0.75,-0.21,0.49,0.011
2022-11-02,FTNT.O,"56,42",4765894.0,-0.0565,-0.35,0.44,0.78,-0.03,0.4,0.014
2022-11-03,FTNT.O,"53,23",9976918.0,-0.1371,-2.67,-0.87,1.6,0.21,1.05,0.014
2022-11-04,FTNT.O,"45,93",16959841.0,0.0255,-1.03,0.39,0.32,-0.15,0.06,0.014
2022-11-07,FTNT.O,"47,1",9579970.0,0.0161,1.16,-0.26,1.28,2.18,0.62,0.014
2022-11-08,FTNT.O,"47,86",6168103.0,0.0573,0.87,-0.34,0.61,1.06,0.95,0.014
2022-11-09,FTNT.O,"50,6",7080982.0,-0.0142,0.5,-0.55,-0.36,-0.19,0.06,0.014
2022-11-10,FTNT.O,"49,88",4717297.0,0.0904,-2.25,-0.51,0.55,0.94,1.07,0.014
2022-11-11,FTNT.O,"54,39",7428165.0,0.032,5.68,1.01,-3.1,-0.65,-2.74,0.014
2022-11-14,FTNT.O,"56,13",6267068.0,-0.0109,1.07,0.17,-1.07,-0.88,-1.14,0.014
2022-11-15,FTNT.O,"55,52",5687773.0,0.0122,-0.95,-0.25,0.27,0.54,0.43,0.014
2022-11-16,FTNT.O,"56,2",4498314.0,-0.0269,1.03,0.46,-0.71,-0.49,-0.51,0.014
2022-11-17,FTNT.O,"54,69",4280673.0,-0.0101,-1.04,-1.07,0.56,1.19,0.92,0.014
2022-11-18,FTNT.O,"54,14",5430229.0,-0.0368,-0.42,-0.29,0.58,1.37,0.75,0.014
2022-11-21,FTNT.O,"52,15",6356989.0,0.0033,0.4,-0.09,0.09,0.4,0.62,0.014
2022-11-22,FTNT.O,"52,32",3731795.0,-0.0008,-0.53,-0.21,0.99,0.48,1.1,0.014
2022-11-23,FTNT.O,"52,28",4935640.0,0.0205,1.36,-0.38,0.43,0.72,-0.23,0.014
2022-11-25,FTNT.O,"53,35",2997239.0,-0.0082,0.63,-0.24,-0.94,-0.74,-0.57,0.014
2022-11-28,FTNT.O,"52,91",2117775.0,-0.0157,-0.02,0.27,0.43,-0.17,0.14,0.014
2022-11-29,FTNT.O,"52,08",3905900.0,-0.0094,-1.55,-0.47,-0.2,0.3,0.29,0.014
2022-11-30,FTNT.O,"51,59",5729062.0,0.0304,-0.18,0.34,1.02,0.2,0.47,0.014
2022-12-01,FTNT.O,"53,16",11465916.0,0.0418,3.12,-0.15,-2.07,-0.77,-1.41,0.014
2022-12-02,FTNT.O,"55,38",4410179.0,-0.032,-0.03,0.04,-0.69,-0.32,-0.32,0.016
2022-12-05,FTNT.O,"53,61",4685425.0,-0.0362,-0.08,0.84,-0.55,-0.41,0.32,0.016
2022-12-06,FTNT.O,"51,67",3644072.0,-0.0159,-2.02,-0.54,-0.52,0.88,0.97,0.016
2022-12-07,FTNT.O,"50,85",3714526.0,0.0147,-1.51,-0.02,1.15,0.81,0.71,0.016
2022-12-08,FTNT.O,"51,6",3172643.0,0.0254,-0.24,-0.17,-0.34,0.09,-0.21,0.016
2022-12-09,FTNT.O,"52,91",4108989.0,-0.0147,0.76,-0.09,-1.22,-0.57,-0.64,0.016
2022-12-12,FTNT.O,"52,13",3784844.0,0.029,-0.8,-0.53,0.35,0.23,0.14,0.016
2022-12-13,FTNT.O,"53,64",3808504.0,0.0199,1.41,-0.29,-0.16,-0.24,-0.13,0.016
2022-12-14,FTNT.O,"54,71",4640555.0,-0.008,0.66,0.08,-0.74,-0.28,-0.58,0.016
2022-12-15,FTNT.O,"54,27",3709422.0,-0.0387,-0.56,0.03,-0.44,-0.14,-0.09,0.016
2022-12-16,FTNT.O,"52,17",4502605.0,-0.0048,-2.57,-0.12,1.37,0.26,0.37,0.016
2022-12-19,FTNT.O,"51,92",14845496.0,-0.0374,-1.02,0.55,0.18,-0.06,0.4,0.016
2022-12-20,FTNT.O,"49,98",4871639.0,0.0098,-1.01,-0.61,1.23,0.66,1.18,0.016
2022-12-21,FTNT.O,"50,47",4342127.0,-0.0091,0.13,0.24,0.25,-0.5,0.46,0.016
2022-12-22,FTNT.O,"50,01",6803119.0,-0.0172,1.52,0.14,-0.13,0.36,-0.27,0.016
2022-12-23,FTNT.O,"49,15",4906815.0,-0.0085,-1.52,0.21,0.36,-0.07,0.87,0.016
2022-12-27,FTNT.O,"48,73",2958818.0,-0.0037,0.51,-0.34,1.16,0.86,0.46,0.016
2022-12-28,FTNT.O,"48,55",2804555.0,-0.0142,-0.51,-0.43,1.43,1.15,1.22,0.016
2022-12-29,FTNT.O,"47,86",2633166.0,0.0282,-1.24,-0.29,-0.29,-0.97,-0.04,0.016
2022-12-30,FTNT.O,"49,21",2668139.0,-0.0065,1.87,1.04,-1.07,-1.02,-0.82,0.016
2023-01-03,FTNT.O,"48,89",2338869.0,-0.0076,-0.22,0.13,-0.03,-0.53,0.01,0.016
2023-01-04,FTNT.O,"48,52",4647541.0,-0.0045,-0.48,0.05,-0.12,0.25,0.51,0.017
2023-01-05,FTNT.O,"48,3",4674756.0,-0.0176,0.81,0.56,0.05,-0.78,-0.02,0.017
2023-01-06,FTNT.O,"47,45",6585086.0,0.0261,-1.14,0.14,1.22,0.78,0.8,0.017
2023-01-09,FTNT.O,"48,69",5223692.0,0.0148,2.21,-0.01,0.05,0.85,0.14,0.017
2023-01-10,FTNT.O,"49,41",4539775.0,-0.02,0.04,0.34,-1.24,-0.69,-1.01,0.017
2023-01-11,FTNT.O,"48,42",5314078.0,0.0078,0.8,0.87,-0.56,-0.46,-0.47,0.017
2023-01-12,FTNT.O,"48,8",4111294.0,-0.0082,1.26,0.02,-0.82,-0.17,-1.02,0.017
2023-01-13,FTNT.O,"48,4",4932537.0,0.0097,0.46,1.4,-0.3,-1.11,-0.51,0.017
2023-01-17,FTNT.O,"48,87",6281654.0,0.0252,0.46,0.23,-0.29,-0.21,-0.26,0.017
2023-01-18,FTNT.O,"50,1",5436649.0,-0.0343,-0.18,-0.03,-0.52,-0.61,-0.4,0.017
2023-01-19,FTNT.O,"48,38",4894771.0,0.0008,-1.55,0.03,-0.7,0.33,-0.09,0.017
2023-01-20,FTNT.O,"48,42",4632012.0,0.0176,-0.86,-0.09,0.84,0.57,0.66,0.017
2023-01-23,FTNT.O,"49,27",5372895.0,0.0252,1.95,-0.03,-0.7,-0.19,-0.73,0.017
2023-01-24,FTNT.O,"50,51",5771266.0,0.0115,1.29,-0.04,-1.0,-0.48,-1.0,0.017
2023-01-25,FTNT.O,"51,09",4698034.0,0.0131,-0.16,-0.17,0.2,-0.23,0.37,0.017
2023-01-26,FTNT.O,"51,76",5872659.0,0.028,0.0,0.13,0.65,0.04,0.22,0.017
2023-01-27,FTNT.O,"53,21",6410609.0,-0.0096,1.08,-0.62,0.02,-0.19,-0.34,0.017
2023-01-30,FTNT.O,"52,7",5257089.0,-0.0313,0.36,0.33,-1.15,-0.64,-1.2,0.017
2023-01-31,FTNT.O,"51,05",5248754.0,0.0253,-1.38,0.04,0.72,0.41,0.82,0.017
2023-02-01,FTNT.O,"52,34",6031284.0,0.0143,1.58,0.94,-0.07,-0.06,-0.51,0.017
2023-02-02,FTNT.O,"53,09",9170552.0,0.0142,1.19,0.63,-1.67,-0.2,-1.09,0.018
2023-02-03,FTNT.O,"53,845",6790021.0,-0.0157,1.54,1.16,-2.07,-0.23,-1.65,0.018
2023-02-06,FTNT.O,53,5467718.0,-0.0191,-1.08,0.37,0.95,1.02,0.97,0.018
2023-02-07,FTNT.O,"51,99",4853644.0,0.0344,-0.73,-0.8,0.41,-0.27,0.41,0.018
2023-02-08,FTNT.O,"53,78",9785529.0,0.109,1.24,-0.51,-0.04,0.32,-0.36,0.018
2023-02-09,FTNT.O,"59,64",18344640.0,-0.0305,-1.18,-0.68,0.72,-0.33,-0.05,0.018
2023-02-10,FTNT.O,"57,82",9973302.0,0.031,-0.95,-0.61,0.2,0.31,0.41,0.018
2023-02-13,FTNT.O,"59,61",5564420.0,0.0091,0.11,-0.31,1.54,0.61,0.86,0.018
2023-02-14,FTNT.O,"60,15",4507535.0,0.0173,1.14,0.09,-0.73,0.46,-0.28,0.018
2023-02-15,FTNT.O,"61,19",5190087.0,0.0265,0.12,-0.05,-0.67,-0.68,-0.9,0.018
2023-02-16,FTNT.O,"62,81",5235525.0,-0.0226,0.51,0.73,-0.9,-1.12,-1.01,0.018
2023-02-17,FTNT.O,"61,39",4033854.0,-0.0122,-1.37,0.22,0.97,0.84,0.87,0.018
2023-02-21,FTNT.O,"60,64",3687234.0,-0.0153,-0.28,0.65,-0.15,0.16,0.52,0.018
2023-02-22,FTNT.O,"59,71",4515537.0,0.0084,-2.16,-1.15,0.87,0.36,0.77,0.018
2023-02-23,FTNT.O,"60,21",5662901.0,0.0061,-0.04,0.45,-0.43,-0.37,-0.39,0.018
2023-02-24,FTNT.O,"60,58",4123799.0,-0.0284,0.46,0.1,-0.24,-0.01,-0.38,0.018
2023-02-27,FTNT.O,"58,86",3730481.0,0.0129,-1.09,-0.27,1.24,0.25,0.38,0.018
2023-02-28,FTNT.O,"59,62",3597166.0,-0.003,0.31,0.05,-0.28,0.06,-0.4,0.018
2023-03-01,FTNT.O,"59,44",3962266.0,-0.0168,-0.26,0.53,-0.71,-0.57,-0.16,0.018
2023-03-02,FTNT.O,"58,44",3352973.0,0.0205,-0.42,0.4,0.62,0.2,0.61,0.016
2023-03-03,FTNT.O,"59,64",3444011.0,0.0201,0.67,-0.5,-0.41,-0.14,0.18,0.016
2023-03-06,FTNT.O,"60,84",3870891.0,0.0077,1.61,-0.08,-0.52,-0.35,-0.65,0.016
2023-03-07,FTNT.O,"61,31",2542930.0,-0.0153,-0.13,-1.61,-0.09,0.32,-0.13,0.016
2023-03-08,FTNT.O,"60,37",5258114.0,0.0235,-1.45,0.62,-0.66,-0.11,-0.17,0.016
2023-03-09,FTNT.O,"61,79",5047405.0,-0.0298,0.08,0.08,-0.39,0.38,-0.13,0.016
2023-03-10,FTNT.O,"59,95",4940399.0,-0.0198,-2.02,-0.68,-0.67,1.03,0.63,0.016
2023-03-13,FTNT.O,"58,76",4381780.0,0.0087,-1.68,-1.38,0.81,0.98,1.07,0.016
2023-03-14,FTNT.O,"59,27",4772371.0,0.0273,-0.34,-1.17,-3.52,-0.99,-0.61,0.016
2023-03-15,FTNT.O,"60,89",3887517.0,-0.0082,1.71,0.0,-0.4,-0.22,-0.44,0.016
2023-03-16,FTNT.O,"60,39",3450425.0,0.0247,-0.79,-0.52,-1.82,0.35,-0.43,0.016
2023-03-17,FTNT.O,"61,88",3994330.0,-0.0107,1.76,0.01,-0.19,0.07,-0.71,0.016
2023-03-20,FTNT.O,"61,22",8196983.0,0.0052,-1.21,-1.06,-1.56,0.27,-0.24,0.016
2023-03-21,FTNT.O,"61,54",4768262.0,0.0149,0.84,-0.36,0.74,0.52,0.71,0.016
2023-03-22,FTNT.O,"62,46",3661932.0,-0.02,1.49,0.47,0.67,-0.26,-1.07,0.016
2023-03-23,FTNT.O,"61,21",2859419.0,0.0333,-1.74,-0.81,-0.47,0.79,0.2,0.016
2023-03-24,FTNT.O,"63,25",4429908.0,-0.0041,0.21,-0.44,-1.54,0.06,-0.84,0.016
2023-03-27,FTNT.O,"62,99",3384685.0,0.0157,0.46,0.17,0.72,0.36,0.38,0.016
2023-03-28,FTNT.O,"63,98",5029826.0,0.0045,0.27,0.51,1.01,-0.27,0.36,0.016
2023-03-29,FTNT.O,"64,27",3993197.0,0.0084,-0.17,-0.02,0.75,0.09,0.54,0.016
2023-03-30,FTNT.O,"64,81",4280265.0,0.0154,1.39,-0.35,-0.53,-0.89,-0.52,0.016
2023-03-31,FTNT.O,"65,81",3681561.0,0.0099,0.5,-0.62,-0.58,0.21,-0.11,0.016
2023-04-03,FTNT.O,"66,46",5714939.0,-0.0023,1.53,0.51,-0.77,-0.45,-0.77,0.016
2023-04-04,FTNT.O,"66,31",3343034.0,-0.0051,0.28,-0.19,0.78,0.51,0.71,0.018
2023-04-05,FTNT.O,"65,97",3402003.0,-0.0124,-0.72,-1.13,-0.73,0.0,0.0,0.018
2023-04-06,FTNT.O,"65,15",3864954.0,0.0057,-0.4,-1.01,1.4,0.79,1.17,0.018
2023-04-10,FTNT.O,"65,52",2772246.0,0.0212,0.34,-0.03,-0.53,-0.41,-0.14,0.018
