number,value,datetime_start,datetime_complete,duration,params_batch_size,params_dropout,params_epochs,params_lookback,params_units,user_attrs_Company,state,Company
12,0.03153801875199458,2025-05-01 09:13:01.194827,2025-05-01 09:13:10.501761,0 days 00:00:09.306934,64,0.4968134012381263,26,1,209,CDW.O,COMPLETE,CDW.O
13,0.20586070265884365,2025-05-01 09:13:10.507673,2025-05-01 09:13:15.136653,0 days 00:00:04.628980,64,0.43898578245227016,20,1,206,CDW.O,COMPLETE,CDW.O
14,0.05359014513659424,2025-05-01 09:13:15.146635,2025-05-01 09:13:28.731980,0 days 00:00:13.585345,64,0.2501354312668528,26,11,209,CDW.O,COMPLETE,CDW.O
15,0.052906012317996125,2025-05-01 09:13:28.740959,2025-05-01 09:13:45.890382,0 days 00:00:17.149423,64,0.4362928547781944,27,11,161,CDW.O,COMPLETE,CDW.O
16,0.21144929800400275,2025-05-01 09:13:45.896154,2025-05-01 09:13:50.285116,0 days 00:00:04.388962,64,0.4472899461149555,24,1,185,CDW.O,COMPLETE,CDW.O
17,0.051486272503297494,2025-05-01 09:13:50.292579,2025-05-01 09:14:13.563604,0 days 00:00:23.271025,64,0.2241839477498332,24,16,223,CDW.O,COMPLETE,CDW.O
18,0.05100660515749751,2025-05-01 09:14:13.572409,2025-05-01 09:14:30.566219,0 days 00:00:16.993810,64,0.47422889998689616,29,6,229,CDW.O,COMPLETE,CDW.O
19,0.05176346223543143,2025-05-01 09:14:30.572490,2025-05-01 09:14:48.511890,0 days 00:00:17.939400,64,0.40054903124318425,22,16,176,CDW.O,COMPLETE,CDW.O
20,0.05183760278421712,2025-05-01 09:14:48.522599,2025-05-01 09:15:20.828233,0 days 00:00:32.305634,64,0.18308991396311214,28,31,136,CDW.O,COMPLETE,CDW.O
21,0.0314531388689205,2025-05-01 09:15:20.835005,2025-05-01 09:15:30.378598,0 days 00:00:09.543593,64,0.4940136686220294,26,1,235,CDW.O,COMPLETE,CDW.O
22,0.05121545195380637,2025-05-01 09:15:30.388466,2025-05-01 09:15:47.370920,0 days 00:00:16.982454,64,0.4552447361332227,26,6,230,CDW.O,COMPLETE,CDW.O
23,0.051088945704309593,2025-05-01 09:15:47.381625,2025-05-01 09:16:04.032561,0 days 00:00:16.650936,64,0.4246358786238282,25,6,231,CDW.O,COMPLETE,CDW.O
24,0.03175645734012221,2025-05-01 09:16:04.038077,2025-05-01 09:16:13.189874,0 days 00:00:09.151797,64,0.10457160738006083,22,1,213,CDW.O,COMPLETE,CDW.O
25,0.052576162383258525,2025-05-01 09:16:13.197811,2025-05-01 09:16:46.666763,0 days 00:00:33.468952,64,0.4955005804904183,28,16,255,CDW.O,COMPLETE,CDW.O
26,0.05410181754978344,2025-05-01 09:16:46.672898,2025-05-01 09:16:53.989371,0 days 00:00:07.316473,64,0.47165768831645366,27,6,177,CDW.O,COMPLETE,CDW.O
27,0.05083654439310436,2025-05-01 09:16:54.001079,2025-05-01 09:17:29.333333,0 days 00:00:35.332254,64,0.41596734792363677,25,21,237,CDW.O,COMPLETE,CDW.O
28,0.052548678407042644,2025-05-01 09:17:29.338913,2025-05-01 09:17:45.948637,0 days 00:00:16.609724,64,0.3679788740996708,23,11,198,CDW.O,COMPLETE,CDW.O
29,0.05443692941049892,2025-05-01 09:17:45.958645,2025-05-01 09:18:48.483248,0 days 00:01:02.524603,64,0.4629351596816994,33,56,192,CDW.O,COMPLETE,CDW.O
0,0.047550054848426455,2025-05-01 09:18:48.536082,2025-05-01 09:19:25.301331,0 days 00:00:36.765249,32,0.17530485851153849,32,16,179,CRWD.O,COMPLETE,CRWD.O
1,0.05312532859751834,2025-05-01 09:19:25.309945,2025-05-01 09:20:54.042162,0 days 00:01:28.732217,64,0.352807381200801,28,51,238,CRWD.O,COMPLETE,CRWD.O
2,0.06572705575829374,2025-05-01 09:20:54.048940,2025-05-01 09:21:05.978003,0 days 00:00:11.929063,64,0.31700853219608427,28,11,83,CRWD.O,COMPLETE,CRWD.O
3,0.05451749800318072,2025-05-01 09:21:05.989821,2025-05-01 09:22:23.723841,0 days 00:01:17.734020,64,0.34934499206892655,32,46,233,CRWD.O,COMPLETE,CRWD.O
4,0.06520807960550246,2025-05-01 09:22:23.731138,2025-05-01 09:22:38.985027,0 days 00:00:15.253889,64,0.3334656420562988,25,36,54,CRWD.O,COMPLETE,CRWD.O
5,0.05099218098955408,2025-05-01 09:22:38.994168,2025-05-01 09:23:35.696420,0 days 00:00:56.702252,32,0.4968364796028394,21,46,177,CRWD.O,COMPLETE,CRWD.O
6,0.052433721156253756,2025-05-01 09:23:35.707238,2025-05-01 09:24:27.844708,0 days 00:00:52.137470,32,0.45920982207189387,33,26,234,CRWD.O,COMPLETE,CRWD.O
7,0.057699857306725534,2025-05-01 09:24:27.857412,2025-05-01 09:25:06.325537,0 days 00:00:38.468125,64,0.1785968151988112,30,46,111,CRWD.O,COMPLETE,CRWD.O
8,0.06045786124308402,2025-05-01 09:25:06.335045,2025-05-01 09:25:26.606875,0 days 00:00:20.271830,32,0.404516719633373,20,51,77,CRWD.O,COMPLETE,CRWD.O
9,0.05594660483047536,2025-05-01 09:25:26.614635,2025-05-01 09:26:02.563247,0 days 00:00:35.948612,64,0.29688708845154443,27,26,212,CRWD.O,COMPLETE,CRWD.O
10,0.04364844645697386,2025-05-01 09:26:02.572986,2025-05-01 09:26:25.611010,0 days 00:00:23.038024,32,0.11822308964245692,35,11,148,CRWD.O,COMPLETE,CRWD.O
11,0.032842841256504926,2025-05-01 09:26:25.618393,2025-05-01 09:26:33.128524,0 days 00:00:07.510131,32,0.10962276606905762,35,1,151,CRWD.O,COMPLETE,CRWD.O
12,0.03247057831822272,2025-05-01 09:26:33.136123,2025-05-01 09:26:41.549202,0 days 00:00:08.413079,32,0.1003678307714219,35,1,137,CRWD.O,COMPLETE,CRWD.O
13,0.03347742439396246,2025-05-01 09:26:41.558494,2025-05-01 09:26:48.202101,0 days 00:00:06.643607,32,0.10383375217507614,35,1,129,CRWD.O,COMPLETE,CRWD.O
14,0.03248975488191749,2025-05-01 09:26:48.208938,2025-05-01 09:26:55.624418,0 days 00:00:07.415480,32,0.22067770337908543,35,1,166,CRWD.O,COMPLETE,CRWD.O
15,0.03283550796647692,2025-05-01 09:26:55.637585,2025-05-01 09:27:02.467850,0 days 00:00:06.830265,32,0.2434211121409153,24,1,185,CRWD.O,COMPLETE,CRWD.O
16,0.05174606884355074,2025-05-01 09:27:02.477663,2025-05-01 09:27:24.798603,0 days 00:00:22.320940,32,0.2026224097499579,33,16,106,CRWD.O,COMPLETE,CRWD.O
17,0.053470278965931345,2025-05-01 09:27:24.804805,2025-05-01 09:27:36.203990,0 days 00:00:11.399185,32,0.25725278114806993,30,11,35,CRWD.O,COMPLETE,CRWD.O
18,0.04925451393429075,2025-05-01 09:27:36.214119,2025-05-01 09:27:57.051402,0 days 00:00:20.837283,32,0.1574299597682708,30,6,204,CRWD.O,COMPLETE,CRWD.O
19,0.04880802510431917,2025-05-01 09:27:57.058197,2025-05-01 09:28:39.614518,0 days 00:00:42.556321,32,0.23102687443411885,33,21,158,CRWD.O,COMPLETE,CRWD.O
20,0.051431525563613543,2025-05-01 09:28:39.620675,2025-05-01 09:29:21.568227,0 days 00:00:41.947552,32,0.2837786517322537,31,36,123,CRWD.O,COMPLETE,CRWD.O
21,0.03265601922852674,2025-05-01 09:29:21.577850,2025-05-01 09:29:28.769933,0 days 00:00:07.192083,32,0.23155068185924726,24,1,184,CRWD.O,COMPLETE,CRWD.O
22,0.05065431325596908,2025-05-01 09:29:28.779463,2025-05-01 09:29:45.701333,0 days 00:00:16.921870,32,0.1485497849796143,23,6,200,CRWD.O,COMPLETE,CRWD.O
23,0.05151724086035504,2025-05-01 09:29:45.711882,2025-05-01 09:30:01.610782,0 days 00:00:15.898900,32,0.20910041886075958,25,6,165,CRWD.O,COMPLETE,CRWD.O
24,0.032932121361672846,2025-05-01 09:30:01.621178,2025-05-01 09:30:10.823635,0 days 00:00:09.202457,32,0.2682432254873483,22,1,130,CRWD.O,COMPLETE,CRWD.O
25,0.04859709273626871,2025-05-01 09:30:10.829944,2025-05-01 09:30:47.801918,0 days 00:00:36.971974,32,0.21898330906568808,26,16,255,CRWD.O,COMPLETE,CRWD.O
26,0.0471841195331104,2025-05-01 09:30:47.810262,2025-05-01 09:31:12.144723,0 days 00:00:24.334461,32,0.130723963712017,34,6,191,CRWD.O,COMPLETE,CRWD.O
27,0.06037298604337067,2025-05-01 09:31:12.152408,2025-05-01 09:31:28.168560,0 days 00:00:16.016152,32,0.3893312052647546,29,11,167,CRWD.O,COMPLETE,CRWD.O
28,0.05348829479640138,2025-05-01 09:31:28.180500,2025-05-01 09:31:59.116450,0 days 00:00:30.935950,32,0.18741385591416007,23,21,137,CRWD.O,COMPLETE,CRWD.O
29,0.03331897267349975,2025-05-01 09:31:59.122655,2025-05-01 09:32:07.162248,0 days 00:00:08.039593,32,0.16047350407519517,32,1,173,CRWD.O,COMPLETE,CRWD.O
0,0.03794632172925608,2025-05-01 09:32:07.206477,2025-05-01 09:32:39.892590,0 days 00:00:32.686113,64,0.440979683939842,20,46,200,CTSH.O,COMPLETE,CTSH.O
1,0.038402243845655604,2025-05-01 09:32:39.901968,2025-05-01 09:33:03.914448,0 days 00:00:24.012480,64,0.22400729185748386,33,11,185,CTSH.O,COMPLETE,CTSH.O
2,0.05549945614310661,2025-05-01 09:33:03.921652,2025-05-01 09:33:17.361813,0 days 00:00:13.440161,64,0.44308401742171366,23,41,32,CTSH.O,COMPLETE,CTSH.O
3,0.03467416165114443,2025-05-01 09:33:17.372581,2025-05-01 09:33:53.964489,0 days 00:00:36.591908,32,0.4528254387138436,30,11,248,CTSH.O,COMPLETE,CTSH.O
4,0.03966374664486759,2025-05-01 09:33:53.972484,2025-05-01 09:34:21.379961,0 days 00:00:27.407477,64,0.14112341208971813,28,56,129,CTSH.O,COMPLETE,CTSH.O
5,0.03801764380386765,2025-05-01 09:34:21.388243,2025-05-01 09:34:36.972946,0 days 00:00:15.584703,64,0.33209457834848977,20,26,114,CTSH.O,COMPLETE,CTSH.O
6,0.038643306304743115,2025-05-01 09:34:36.984380,2025-05-01 09:35:07.442880,0 days 00:00:30.458500,64,0.4555236230290821,21,41,201,CTSH.O,COMPLETE,CTSH.O
7,0.038777950212054366,2025-05-01 09:35:07.448513,2025-05-01 09:35:17.680125,0 days 00:00:10.231612,64,0.4230101207277581,29,6,103,CTSH.O,COMPLETE,CTSH.O
8,0.036285025691473766,2025-05-01 09:35:17.687665,2025-05-01 09:35:45.824139,0 days 00:00:28.136474,32,0.37012849437691475,34,51,112,CTSH.O,COMPLETE,CTSH.O
9,0.036190064572214825,2025-05-01 09:35:45.837503,2025-05-01 09:36:23.613676,0 days 00:00:37.776173,32,0.27996620274749745,34,16,191,CTSH.O,COMPLETE,CTSH.O
10,0.0239976328226431,2025-05-01 09:36:23.620350,2025-05-01 09:36:33.200415,0 days 00:00:09.580065,32,0.4886820538211806,31,1,255,CTSH.O,COMPLETE,CTSH.O
11,0.024331915180079402,2025-05-01 09:36:33.207780,2025-05-01 09:36:40.798801,0 days 00:00:07.591021,32,0.492164361738007,31,1,230,CTSH.O,COMPLETE,CTSH.O
12,0.023917963019512906,2025-05-01 09:36:40.806129,2025-05-01 09:36:51.450916,0 days 00:00:10.644787,32,0.36606464178627285,31,1,252,CTSH.O,COMPLETE,CTSH.O
13,0.03826971892654547,2025-05-01 09:36:51.465207,2025-05-01 09:37:32.416887,0 days 00:00:40.951680,32,0.38417537303583005,26,21,250,CTSH.O,COMPLETE,CTSH.O
14,0.023966311440355423,2025-05-01 09:37:32.423634,2025-05-01 09:37:42.144493,0 days 00:00:09.720859,32,0.2721947255501247,26,1,168,CTSH.O,COMPLETE,CTSH.O
15,0.03840939367964581,2025-05-01 09:37:42.150332,2025-05-01 09:38:22.104307,0 days 00:00:39.953975,32,0.2687595230403572,26,31,160,CTSH.O,COMPLETE,CTSH.O
16,0.024523702097309124,2025-05-01 09:38:22.113949,2025-05-01 09:38:31.176495,0 days 00:00:09.062546,32,0.2074765246209935,24,1,64,CTSH.O,COMPLETE,CTSH.O
17,0.037893887523197174,2025-05-01 09:38:31.183404,2025-05-01 09:38:50.491096,0 days 00:00:19.307692,32,0.32566194882541594,25,11,155,CTSH.O,COMPLETE,CTSH.O
18,0.03837500719191191,2025-05-01 09:38:50.505775,2025-05-01 09:39:11.916537,0 days 00:00:21.410762,32,0.12433446213638888,27,21,222,CTSH.O,COMPLETE,CTSH.O
19,0.03771941713403711,2025-05-01 09:39:11.931132,2025-05-01 09:39:24.762254,0 days 00:00:12.831122,32,0.23141514335730962,32,6,82,CTSH.O,COMPLETE,CTSH.O
20,0.036474807893061824,2025-05-01 09:39:24.768969,2025-05-01 09:39:59.938946,0 days 00:00:35.169977,32,0.36820342738200873,35,31,180,CTSH.O,COMPLETE,CTSH.O
21,0.02460571505279988,2025-05-01 09:39:59.944621,2025-05-01 09:40:08.429953,0 days 00:00:08.485332,32,0.49060940580622514,30,1,224,CTSH.O,COMPLETE,CTSH.O
22,0.03627323530842669,2025-05-01 09:40:08.439073,2025-05-01 09:40:29.360888,0 days 00:00:20.921815,32,0.1748559333417128,28,6,254,CTSH.O,COMPLETE,CTSH.O
23,0.023784386122146353,2025-05-01 09:40:29.372256,2025-05-01 09:40:41.195350,0 days 00:00:11.823094,32,0.3187418106868323,32,1,230,CTSH.O,COMPLETE,CTSH.O
24,0.03476919794464435,2025-05-01 09:40:41.211415,2025-05-01 09:41:20.235354,0 days 00:00:39.023939,32,0.3113851608927681,32,16,220,CTSH.O,COMPLETE,CTSH.O
25,0.03606510136372866,2025-05-01 09:41:20.242488,2025-05-01 09:41:45.003183,0 days 00:00:24.760695,32,0.2633065831917372,29,6,164,CTSH.O,COMPLETE,CTSH.O
26,0.0367244159238542,2025-05-01 09:41:45.021060,2025-05-01 09:42:17.144221,0 days 00:00:32.123161,32,0.34943586165803664,23,16,208,CTSH.O,COMPLETE,CTSH.O
27,0.024063909562997504,2025-05-01 09:42:17.156556,2025-05-01 09:42:25.795259,0 days 00:00:08.638703,32,0.29624933276314847,32,1,234,CTSH.O,COMPLETE,CTSH.O
28,0.03894665532209959,2025-05-01 09:42:25.806166,2025-05-01 09:42:43.002998,0 days 00:00:17.196832,32,0.40680160483979844,27,11,146,CTSH.O,COMPLETE,CTSH.O
29,0.03446817689932714,2025-05-01 09:42:43.010796,2025-05-01 09:43:07.153161,0 days 00:00:24.142365,32,0.24459029258913256,35,6,174,CTSH.O,COMPLETE,CTSH.O
0,0.02355646775047287,2025-05-01 09:43:07.201627,2025-05-01 09:43:41.917085,0 days 00:00:34.715458,32,0.1974551283278062,24,26,126,DASH.O,COMPLETE,DASH.O
1,0.0253049962257909,2025-05-01 09:43:41.927526,2025-05-01 09:44:15.410846,0 days 00:00:33.483320,64,0.3346940243169373,24,31,220,DASH.O,COMPLETE,DASH.O
2,0.02529472960308039,2025-05-01 09:44:15.424443,2025-05-01 09:44:50.634128,0 days 00:00:35.209685,64,0.2684623822643851,26,56,168,DASH.O,COMPLETE,DASH.O
3,0.028205282895984,2025-05-01 09:44:50.649784,2025-05-01 09:45:12.051185,0 days 00:00:21.401401,32,0.4811613246270532,28,56,81,DASH.O,COMPLETE,DASH.O
4,0.018755746693477567,2025-05-01 09:45:12.065461,2025-05-01 09:46:21.461333,0 days 00:01:09.395872,32,0.13904136159078415,30,31,215,DASH.O,COMPLETE,DASH.O
5,0.02164850187582453,2025-05-01 09:46:21.469843,2025-05-01 09:46:58.385961,0 days 00:00:36.916118,32,0.20641501252754516,30,36,120,DASH.O,COMPLETE,DASH.O
6,0.024061409990270375,2025-05-01 09:46:58.398005,2025-05-01 09:47:06.817041,0 days 00:00:08.419036,32,0.29047621687690905,23,11,42,DASH.O,COMPLETE,DASH.O
7,0.02538871145839137,2025-05-01 09:47:06.822775,2025-05-01 09:48:00.158971,0 days 00:00:53.336196,32,0.4074775663056813,20,56,140,DASH.O,COMPLETE,DASH.O
8,0.013540978294511577,2025-05-01 09:48:00.168093,2025-05-01 09:48:12.438285,0 days 00:00:12.270192,32,0.3574388764985744,35,1,146,DASH.O,COMPLETE,DASH.O
9,0.015047700715840327,2025-05-01 09:48:12.445362,2025-05-01 09:48:20.733392,0 days 00:00:08.288030,64,0.2928432107146194,28,1,133,DASH.O,COMPLETE,DASH.O
10,0.013671977034071855,2025-05-01 09:48:20.742372,2025-05-01 09:48:30.351034,0 days 00:00:09.608662,64,0.3871652737530735,34,1,185,DASH.O,COMPLETE,DASH.O
11,0.014773798660946545,2025-05-01 09:48:30.358505,2025-05-01 09:48:38.419869,0 days 00:00:08.061364,64,0.39063479501764076,35,1,186,DASH.O,COMPLETE,DASH.O
12,0.025754480427551126,2025-05-01 09:48:38.426283,2025-05-01 09:48:58.644286,0 days 00:00:20.218003,64,0.40072621070976,35,16,241,DASH.O,COMPLETE,DASH.O
13,0.02504920582408706,2025-05-01 09:48:58.651256,2025-05-01 09:49:13.523407,0 days 00:00:14.872151,64,0.49671871230717723,33,11,183,DASH.O,COMPLETE,DASH.O
14,0.01389004425151637,2025-05-01 09:49:13.539530,2025-05-01 09:49:23.873500,0 days 00:00:10.333970,32,0.35436322341519866,32,1,91,DASH.O,COMPLETE,DASH.O
15,0.023699222016901805,2025-05-01 09:49:23.882380,2025-05-01 09:49:44.611563,0 days 00:00:20.729183,64,0.42990438615095905,33,16,172,DASH.O,COMPLETE,DASH.O
16,0.02254670161645892,2025-05-01 09:49:44.617756,2025-05-01 09:50:47.102049,0 days 00:01:02.484293,64,0.4398929145550135,31,46,207,DASH.O,COMPLETE,DASH.O
17,0.02263762968035909,2025-05-01 09:50:47.110403,2025-05-01 09:51:05.738865,0 days 00:00:18.628462,32,0.35130343209285125,35,11,102,DASH.O,COMPLETE,DASH.O
18,0.02794671635577613,2025-05-01 09:51:05.745910,2025-05-01 09:51:20.140439,0 days 00:00:14.394529,64,0.24297289290400095,33,21,155,DASH.O,COMPLETE,DASH.O
19,0.023431734443152195,2025-05-01 09:51:20.149155,2025-05-01 09:51:31.031621,0 days 00:00:10.882466,32,0.3511642654809003,34,6,246,DASH.O,COMPLETE,DASH.O
20,0.033607603887848586,2025-05-01 09:51:31.039791,2025-05-01 09:51:41.651852,0 days 00:00:10.612061,64,0.44673133367324885,30,41,59,DASH.O,COMPLETE,DASH.O
21,0.016049932863376568,2025-05-01 09:51:41.662260,2025-05-01 09:51:48.974633,0 days 00:00:07.312373,32,0.3300694640919427,32,1,92,DASH.O,COMPLETE,DASH.O
22,0.019842176881947046,2025-05-01 09:51:48.982234,2025-05-01 09:52:05.706150,0 days 00:00:16.723916,32,0.36961350689914135,32,6,113,DASH.O,COMPLETE,DASH.O
23,0.025009387871963534,2025-05-01 09:52:05.719383,2025-05-01 09:52:11.159213,0 days 00:00:05.439830,32,0.31455710139869086,34,6,73,DASH.O,COMPLETE,DASH.O
24,0.01338660908601833,2025-05-01 09:52:11.168026,2025-05-01 09:52:19.280042,0 days 00:00:08.112016,32,0.3732156132990283,31,1,154,DASH.O,COMPLETE,DASH.O
25,0.0270185997886645,2025-05-01 09:52:19.287364,2025-05-01 09:52:30.304259,0 days 00:00:11.016895,32,0.37779282517576607,29,16,153,DASH.O,COMPLETE,DASH.O
26,0.019835813780622043,2025-05-01 09:52:30.311203,2025-05-01 09:52:48.005069,0 days 00:00:17.693866,32,0.4203656485797681,34,6,198,DASH.O,COMPLETE,DASH.O
27,0.02282807653034791,2025-05-01 09:52:48.010832,2025-05-01 09:53:20.829013,0 days 00:00:32.818181,32,0.45606272523365243,26,21,165,DASH.O,COMPLETE,DASH.O
28,0.023650558912134446,2025-05-01 09:53:20.836666,2025-05-01 09:53:40.899423,0 days 00:00:20.062757,64,0.25184519226785995,31,11,148,DASH.O,COMPLETE,DASH.O
29,0.01925072983724439,2025-05-01 09:53:40.905681,2025-05-01 09:54:28.287653,0 days 00:00:47.381972,32,0.11773119613298483,35,26,130,DASH.O,COMPLETE,DASH.O
0,0.0352625628272461,2025-05-01 09:54:28.338840,2025-05-01 09:54:42.571926,0 days 00:00:14.233086,64,0.26512122167089386,26,6,175,DDOG.O,COMPLETE,DDOG.O
1,0.03571549553349227,2025-05-01 09:54:42.580625,2025-05-01 09:55:01.714315,0 days 00:00:19.133690,64,0.42599975926674327,25,11,212,DDOG.O,COMPLETE,DDOG.O
2,0.03563838701750166,2025-05-01 09:55:01.720170,2025-05-01 09:55:37.634480,0 days 00:00:35.914310,32,0.211493154803152,25,31,114,DDOG.O,COMPLETE,DDOG.O
3,0.04366590454381852,2025-05-01 09:55:37.643087,2025-05-01 09:55:54.541354,0 days 00:00:16.898267,64,0.2501300890966918,30,16,243,DDOG.O,COMPLETE,DDOG.O
4,0.036094326332435304,2025-05-01 09:55:54.547175,2025-05-01 09:56:27.076694,0 days 00:00:32.529519,32,0.32924314924040354,30,16,232,DDOG.O,COMPLETE,DDOG.O
5,0.0386255700110902,2025-05-01 09:56:27.089454,2025-05-01 09:57:04.176793,0 days 00:00:37.087339,64,0.4796157310449207,29,46,89,DDOG.O,COMPLETE,DDOG.O
6,0.035471491220394225,2025-05-01 09:57:04.183854,2025-05-01 09:58:25.416281,0 days 00:01:21.232427,32,0.4269392667073403,29,36,248,DDOG.O,COMPLETE,DDOG.O
7,0.03393374426084661,2025-05-01 09:58:25.422448,2025-05-01 09:58:50.915588,0 days 00:00:25.493140,64,0.20858255898367686,29,6,252,DDOG.O,COMPLETE,DDOG.O
8,0.03611620598406593,2025-05-01 09:58:50.929509,2025-05-01 09:59:23.493628,0 days 00:00:32.564119,32,0.29210212776776656,29,16,144,DDOG.O,COMPLETE,DDOG.O
9,0.032927810949583976,2025-05-01 09:59:23.501227,2025-05-01 09:59:42.731281,0 days 00:00:19.230054,32,0.42850221325675497,25,6,159,DDOG.O,COMPLETE,DDOG.O
10,0.038761895423959004,2025-05-01 09:59:42.744504,2025-05-01 10:00:05.473208,0 days 00:00:22.728704,32,0.13507099495714658,20,51,33,DDOG.O,COMPLETE,DDOG.O
11,0.023227926677697706,2025-05-01 10:00:05.481324,2025-05-01 10:00:15.049821,0 days 00:00:09.568497,64,0.1487041943655756,34,1,187,DDOG.O,COMPLETE,DDOG.O
12,0.02331462282621683,2025-05-01 10:00:15.056404,2025-05-01 10:00:27.228594,0 days 00:00:12.172190,64,0.13002329176565347,35,1,180,DDOG.O,COMPLETE,DDOG.O
13,0.023408243910423267,2025-05-01 10:00:27.238380,2025-05-01 10:00:36.246990,0 days 00:00:09.008610,64,0.10781548210497549,35,1,190,DDOG.O,COMPLETE,DDOG.O
14,0.034655804813975045,2025-05-01 10:00:36.256859,2025-05-01 10:01:24.247558,0 days 00:00:47.990699,64,0.14674826996678308,35,26,200,DDOG.O,COMPLETE,DDOG.O
15,0.02334969491510139,2025-05-01 10:01:24.254180,2025-05-01 10:01:35.031281,0 days 00:00:10.777101,64,0.18832017622268665,33,1,129,DDOG.O,COMPLETE,DDOG.O
16,0.0438673386524101,2025-05-01 10:01:35.040002,2025-05-01 10:01:49.896191,0 days 00:00:14.856189,64,0.3493423793452963,33,26,91,DDOG.O,COMPLETE,DDOG.O
17,0.035121761728679014,2025-05-01 10:01:49.905847,2025-05-01 10:02:26.304218,0 days 00:00:36.398371,64,0.15047901821379253,33,21,171,DDOG.O,COMPLETE,DDOG.O
18,0.03908450406333387,2025-05-01 10:02:26.323708,2025-05-01 10:03:12.947842,0 days 00:00:46.624134,64,0.10149200190266186,32,41,214,DDOG.O,COMPLETE,DDOG.O
19,0.024247278207292458,2025-05-01 10:03:12.956413,2025-05-01 10:03:20.375223,0 days 00:00:07.418810,64,0.17491194576924374,21,1,147,DDOG.O,COMPLETE,DDOG.O
20,0.04237787782251272,2025-05-01 10:03:20.382407,2025-05-01 10:03:32.160337,0 days 00:00:11.777930,64,0.22522087832901425,35,11,185,DDOG.O,COMPLETE,DDOG.O
21,0.02332173595133511,2025-05-01 10:03:32.166871,2025-05-01 10:03:40.422620,0 days 00:00:08.255749,64,0.18329793494788937,32,1,125,DDOG.O,COMPLETE,DDOG.O
22,0.02326956717788288,2025-05-01 10:03:40.430016,2025-05-01 10:03:48.954373,0 days 00:00:08.524357,64,0.17211585054853185,31,1,110,DDOG.O,COMPLETE,DDOG.O
23,0.038089640514999495,2025-05-01 10:03:48.961124,2025-05-01 10:03:58.135727,0 days 00:00:09.174603,64,0.14171453592438313,34,11,70,DDOG.O,COMPLETE,DDOG.O
24,0.035667135492362174,2025-05-01 10:03:58.143683,2025-05-01 10:04:08.971706,0 days 00:00:10.828023,64,0.12140955036998606,31,6,102,DDOG.O,COMPLETE,DDOG.O
25,0.03755185789296698,2025-05-01 10:04:08.979147,2025-05-01 10:04:23.506667,0 days 00:00:14.527520,64,0.1657472086474105,34,21,66,DDOG.O,COMPLETE,DDOG.O
26,0.02429305020459915,2025-05-01 10:04:23.512674,2025-05-01 10:04:31.586352,0 days 00:00:08.073678,64,0.24266930672378323,31,1,158,DDOG.O,COMPLETE,DDOG.O
27,0.03401786494106414,2025-05-01 10:04:31.596084,2025-05-01 10:04:57.924050,0 days 00:00:26.327966,64,0.18813528689643547,34,11,218,DDOG.O,COMPLETE,DDOG.O
