number,value,datetime_start,datetime_complete,duration,params_batch_size,params_dropout,params_epochs,params_lookback,params_units,user_attrs_Company,state,Company
28,0.05145372750857551,2025-05-01 10:14:52.698241,2025-05-01 10:15:10.096141,0 days 00:00:17.397900,32,0.17738771883289559,33,16,163,AMAT.O,COMPLETE,AMAT.O
29,0.04337732119807199,2025-05-01 10:15:10.108821,2025-05-01 10:15:37.897917,0 days 00:00:27.789096,64,0.12767732199057338,35,16,151,AMAT.O,COMPLETE,AMAT.O
0,0.04466453861970508,2025-05-01 10:15:37.958370,2025-05-01 10:16:11.337262,0 days 00:00:33.378892,64,0.10662512282529263,26,56,106,AMD.O,COMPLETE,AMD.O
1,0.04489618490928444,2025-05-01 10:16:11.351917,2025-05-01 10:17:20.171213,0 days 00:01:08.819296,64,0.47251923228168935,26,46,229,AMD.O,COMPLETE,AMD.O
2,0.049093648389442614,2025-05-01 10:17:20.183725,2025-05-01 10:17:48.491925,0 days 00:00:28.308200,32,0.3794827836543794,30,36,147,AMD.O,COMPLETE,AMD.O
3,0.060198789267905284,2025-05-01 10:17:48.513201,2025-05-01 10:17:54.092015,0 days 00:00:05.578814,64,0.1613823315736308,30,16,32,AMD.O,COMPLETE,AMD.O
4,0.039629601448644865,2025-05-01 10:17:54.109384,2025-05-01 10:18:21.150088,0 days 00:00:27.040704,32,0.2528788064780035,32,36,68,AMD.O,COMPLETE,AMD.O
5,0.0400136129929087,2025-05-01 10:18:21.161878,2025-05-01 10:18:58.623341,0 days 00:00:37.461463,32,0.11899792482120666,28,31,120,AMD.O,COMPLETE,AMD.O
6,0.0444106816567985,2025-05-01 10:18:58.640842,2025-05-01 10:19:58.464694,0 days 00:00:59.823852,64,0.1395158874476156,24,51,208,AMD.O,COMPLETE,AMD.O
7,0.0425131814307593,2025-05-01 10:19:58.475538,2025-05-01 10:20:29.028850,0 days 00:00:30.553312,32,0.23691764811002633,34,21,175,AMD.O,COMPLETE,AMD.O
8,0.02950736909348286,2025-05-01 10:20:29.044502,2025-05-01 10:20:36.006274,0 days 00:00:06.961772,32,0.23555077521337275,24,1,61,AMD.O,COMPLETE,AMD.O
9,0.05261826255653769,2025-05-01 10:20:36.023506,2025-05-01 10:20:46.858338,0 days 00:00:10.834832,64,0.13191100562196698,25,31,89,AMD.O,COMPLETE,AMD.O
10,0.03544966866038902,2025-05-01 10:20:46.870442,2025-05-01 10:20:55.202546,0 days 00:00:08.332104,32,0.34388652995824043,20,1,33,AMD.O,COMPLETE,AMD.O
11,0.03056806505026528,2025-05-01 10:20:55.217524,2025-05-01 10:21:03.439148,0 days 00:00:08.221624,32,0.33499570537009343,20,1,39,AMD.O,COMPLETE,AMD.O
12,0.029345758081952403,2025-05-01 10:21:03.456140,2025-05-01 10:21:10.037664,0 days 00:00:06.581524,32,0.30216483673723743,20,1,66,AMD.O,COMPLETE,AMD.O
13,0.04229078973739135,2025-05-01 10:21:10.050696,2025-05-01 10:21:21.953688,0 days 00:00:11.902992,32,0.23414907091058512,22,11,75,AMD.O,COMPLETE,AMD.O
14,0.043460324645751204,2025-05-01 10:21:21.968676,2025-05-01 10:21:34.342006,0 days 00:00:12.373330,32,0.2930368104380225,23,6,141,AMD.O,COMPLETE,AMD.O
15,0.04560333620359147,2025-05-01 10:21:34.354384,2025-05-01 10:21:49.103386,0 days 00:00:14.749002,32,0.4179152012018248,22,21,69,AMD.O,COMPLETE,AMD.O
16,0.05244411895067144,2025-05-01 10:21:49.119662,2025-05-01 10:21:55.013192,0 days 00:00:05.893530,32,0.1925129947356602,20,6,101,AMD.O,COMPLETE,AMD.O
17,0.04492320646529504,2025-05-01 10:21:55.032830,2025-05-01 10:22:04.714406,0 days 00:00:09.681576,32,0.29826064683491366,22,11,58,AMD.O,COMPLETE,AMD.O
18,0.03852519075868414,2025-05-01 10:22:04.729866,2025-05-01 10:22:37.807672,0 days 00:00:33.077806,32,0.20006055128995937,28,21,135,AMD.O,COMPLETE,AMD.O
19,0.028565324236458058,2025-05-01 10:22:37.818597,2025-05-01 10:22:46.182666,0 days 00:00:08.364069,32,0.26023907663810286,24,1,171,AMD.O,COMPLETE,AMD.O
20,0.04152673479329646,2025-05-01 10:22:46.196019,2025-05-01 10:23:00.844603,0 days 00:00:14.648584,32,0.40970816957053297,21,11,169,AMD.O,COMPLETE,AMD.O
21,0.030226727859538786,2025-05-01 10:23:00.860568,2025-05-01 10:23:09.257064,0 days 00:00:08.396496,32,0.2687141804928401,24,1,179,AMD.O,COMPLETE,AMD.O
22,0.04009369292100576,2025-05-01 10:23:09.268026,2025-05-01 10:23:28.460842,0 days 00:00:19.192816,32,0.3278887781323023,26,6,201,AMD.O,COMPLETE,AMD.O
23,0.02914443549746648,2025-05-01 10:23:28.472042,2025-05-01 10:23:37.839864,0 days 00:00:09.367822,32,0.2067899742272737,23,1,253,AMD.O,COMPLETE,AMD.O
24,0.04083692406765972,2025-05-01 10:23:37.855927,2025-05-01 10:24:06.727478,0 days 00:00:28.871551,32,0.19697491733859324,23,11,241,AMD.O,COMPLETE,AMD.O
25,0.04189721106828578,2025-05-01 10:24:06.744031,2025-05-01 10:24:33.703319,0 days 00:00:26.959288,32,0.27171897057545696,21,16,210,AMD.O,COMPLETE,AMD.O
26,0.04684800995478263,2025-05-01 10:24:33.727038,2025-05-01 10:24:48.100333,0 days 00:00:14.373295,64,0.1821888284384361,23,6,255,AMD.O,COMPLETE,AMD.O
27,0.03888104149734834,2025-05-01 10:24:48.118907,2025-05-01 10:25:14.541827,0 days 00:00:26.422920,32,0.2174218651201903,21,16,163,AMD.O,COMPLETE,AMD.O
28,0.029012345072646977,2025-05-01 10:25:14.552259,2025-05-01 10:25:22.121705,0 days 00:00:07.569446,32,0.36584628685220755,25,1,192,AMD.O,COMPLETE,AMD.O
29,0.044127180381330906,2025-05-01 10:25:22.139910,2025-05-01 10:25:39.234500,0 days 00:00:17.094590,64,0.37963327016018167,27,6,193,AMD.O,COMPLETE,AMD.O
0,0.029269515692592257,2025-05-01 10:25:39.295104,2025-05-01 10:25:53.522732,0 days 00:00:14.227628,64,0.30066661820459106,24,6,183,ANSS.O,COMPLETE,ANSS.O
1,0.0294227849282704,2025-05-01 10:25:53.544530,2025-05-01 10:26:07.583567,0 days 00:00:14.039037,64,0.22773540703365575,23,6,171,ANSS.O,COMPLETE,ANSS.O
2,0.02969871907864737,2025-05-01 10:26:07.594101,2025-05-01 10:26:43.614144,0 days 00:00:36.020043,64,0.3193418961935166,22,36,204,ANSS.O,COMPLETE,ANSS.O
3,0.03424307432880343,2025-05-01 10:26:43.626331,2025-05-01 10:27:05.941465,0 days 00:00:22.315134,64,0.19872279869000065,30,46,60,ANSS.O,COMPLETE,ANSS.O
4,0.058699646876030784,2025-05-01 10:27:05.955337,2025-05-01 10:27:10.631962,0 days 00:00:04.676625,64,0.41599756300226065,30,1,63,ANSS.O,COMPLETE,ANSS.O
5,0.029656165962249098,2025-05-01 10:27:10.643936,2025-05-01 10:27:26.975073,0 days 00:00:16.331137,64,0.2293865189640767,23,56,44,ANSS.O,COMPLETE,ANSS.O
6,0.027342643324701908,2025-05-01 10:27:26.993732,2025-05-01 10:27:49.916000,0 days 00:00:22.922268,32,0.18603730699766144,28,46,52,ANSS.O,COMPLETE,ANSS.O
7,0.030070953456477277,2025-05-01 10:27:49.931947,2025-05-01 10:28:24.658269,0 days 00:00:34.726322,32,0.12862232453851627,23,36,176,ANSS.O,COMPLETE,ANSS.O
8,0.030490372087044717,2025-05-01 10:28:24.679402,2025-05-01 10:28:59.575715,0 days 00:00:34.896313,64,0.2849009199634403,30,36,136,ANSS.O,COMPLETE,ANSS.O
9,0.026725311777253413,2025-05-01 10:28:59.589422,2025-05-01 10:29:26.910795,0 days 00:00:27.321373,32,0.16928940483960114,22,56,71,ANSS.O,COMPLETE,ANSS.O
10,0.03621833367857243,2025-05-01 10:29:26.922396,2025-05-01 10:29:37.554285,0 days 00:00:10.631889,32,0.10979303678691796,35,21,112,ANSS.O,COMPLETE,ANSS.O
11,0.028127595684191424,2025-05-01 10:29:37.567046,2025-05-01 10:31:12.417868,0 days 00:01:34.850822,32,0.1692569211829655,27,56,250,ANSS.O,COMPLETE,ANSS.O
12,0.028487245070371182,2025-05-01 10:31:12.430705,2025-05-01 10:31:32.833807,0 days 00:00:20.403102,32,0.42969738951855707,20,51,92,ANSS.O,COMPLETE,ANSS.O
13,0.03289852925007151,2025-05-01 10:31:32.845845,2025-05-01 10:31:43.125370,0 days 00:00:10.279525,32,0.16559461833625608,27,46,32,ANSS.O,COMPLETE,ANSS.O
14,0.030067821569775863,2025-05-01 10:31:43.136906,2025-05-01 10:31:56.404513,0 days 00:00:13.267607,32,0.35629806220259086,33,21,90,ANSS.O,COMPLETE,ANSS.O
15,0.028055491842342524,2025-05-01 10:31:56.418674,2025-05-01 10:32:24.090707,0 days 00:00:27.672033,32,0.24530897239791122,26,46,83,ANSS.O,COMPLETE,ANSS.O
16,0.0294685842732833,2025-05-01 10:32:24.105589,2025-05-01 10:32:49.292201,0 days 00:00:25.186612,32,0.15640240507402534,25,41,126,ANSS.O,COMPLETE,ANSS.O
17,0.027091121124447854,2025-05-01 10:32:49.306712,2025-05-01 10:33:13.193253,0 days 00:00:23.886541,32,0.2631015097642815,20,56,69,ANSS.O,COMPLETE,ANSS.O
18,0.03118585002289327,2025-05-01 10:33:13.212111,2025-05-01 10:33:31.613910,0 days 00:00:18.401799,32,0.4989940520966499,20,26,103,ANSS.O,COMPLETE,ANSS.O
19,0.028398663368484154,2025-05-01 10:33:31.624399,2025-05-01 10:33:56.490097,0 days 00:00:24.865698,32,0.2654799739764614,20,56,76,ANSS.O,COMPLETE,ANSS.O
20,0.027759923643920534,2025-05-01 10:33:56.502101,2025-05-01 10:34:41.866690,0 days 00:00:45.364589,32,0.3510043499628132,21,51,154,ANSS.O,COMPLETE,ANSS.O
21,0.02838061236184502,2025-05-01 10:34:41.881124,2025-05-01 10:34:55.416327,0 days 00:00:13.535203,32,0.20879080659882177,29,51,59,ANSS.O,COMPLETE,ANSS.O
22,0.02858591436078147,2025-05-01 10:34:55.430589,2025-05-01 10:35:19.583818,0 days 00:00:24.153229,32,0.19161572997762955,25,56,36,ANSS.O,COMPLETE,ANSS.O
23,0.028671149059947106,2025-05-01 10:35:19.595698,2025-05-01 10:35:42.373280,0 days 00:00:22.777582,32,0.10657921857573499,32,41,63,ANSS.O,COMPLETE,ANSS.O
24,0.027624019995229093,2025-05-01 10:35:42.383919,2025-05-01 10:36:29.080655,0 days 00:00:46.696736,32,0.13679671616574407,22,51,121,ANSS.O,COMPLETE,ANSS.O
25,0.03068564073227306,2025-05-01 10:36:29.098832,2025-05-01 10:36:56.950665,0 days 00:00:27.851833,32,0.2631817907155092,25,41,77,ANSS.O,COMPLETE,ANSS.O
26,0.029145948133342526,2025-05-01 10:36:56.962239,2025-05-01 10:37:19.298241,0 days 00:00:22.336002,32,0.18733456383507718,29,46,44,ANSS.O,COMPLETE,ANSS.O
27,0.029881529478501038,2025-05-01 10:37:19.310302,2025-05-01 10:37:33.944839,0 days 00:00:14.634537,32,0.22301419616339735,28,31,100,ANSS.O,COMPLETE,ANSS.O
28,0.03374001847582847,2025-05-01 10:37:33.957926,2025-05-01 10:37:45.832018,0 days 00:00:11.874092,32,0.33601365981322284,21,56,55,ANSS.O,COMPLETE,ANSS.O
29,0.027836498067322375,2025-05-01 10:37:45.841695,2025-05-01 10:39:10.702076,0 days 00:01:24.860381,32,0.2913989297638478,24,51,200,ANSS.O,COMPLETE,ANSS.O
0,0.053084872459852446,2025-05-01 10:39:10.772722,2025-05-01 10:39:34.276739,0 days 00:00:23.504017,32,0.4925638711432414,22,21,228,APP.O,COMPLETE,APP.O
1,0.06255524666516203,2025-05-01 10:39:34.295619,2025-05-01 10:39:56.706146,0 days 00:00:22.410527,32,0.42277353759354874,30,36,42,APP.O,COMPLETE,APP.O
2,0.0487110762657539,2025-05-01 10:39:56.718739,2025-05-01 10:41:15.871677,0 days 00:01:19.152938,64,0.44081005134289264,32,51,206,APP.O,COMPLETE,APP.O
3,0.04584603978302772,2025-05-01 10:41:15.890496,2025-05-01 10:42:36.298036,0 days 00:01:20.407540,32,0.18244606222026014,24,56,187,APP.O,COMPLETE,APP.O
4,0.07260375246009199,2025-05-01 10:42:36.313996,2025-05-01 10:42:47.279611,0 days 00:00:10.965615,32,0.3712656707631442,34,51,39,APP.O,COMPLETE,APP.O
5,0.060699160683879386,2025-05-01 10:42:47.297530,2025-05-01 10:43:08.441370,0 days 00:00:21.143840,64,0.10684516197687272,27,56,63,APP.O,COMPLETE,APP.O
6,0.05409338564570241,2025-05-01 10:43:08.452433,2025-05-01 10:43:16.138789,0 days 00:00:07.686356,64,0.29224205805013936,26,41,58,APP.O,COMPLETE,APP.O
7,0.05789112062998725,2025-05-01 10:43:16.149130,2025-05-01 10:43:36.640048,0 days 00:00:20.490918,64,0.15577182146669874,29,41,192,APP.O,COMPLETE,APP.O
8,0.044574026858024356,2025-05-01 10:43:36.652094,2025-05-01 10:43:42.565178,0 days 00:00:05.913084,64,0.4751277580649179,22,6,181,APP.O,COMPLETE,APP.O
9,0.04485117034245364,2025-05-01 10:43:42.578293,2025-05-01 10:44:54.975465,0 days 00:01:12.397172,32,0.2537481976599423,35,41,175,APP.O,COMPLETE,APP.O
10,0.04562653458708196,2025-05-01 10:44:54.994644,2025-05-01 10:45:02.980897,0 days 00:00:07.986253,64,0.3548185992769253,20,6,123,APP.O,COMPLETE,APP.O
11,0.025691209579242064,2025-05-01 10:45:02.996816,2025-05-01 10:45:11.316741,0 days 00:00:08.319925,32,0.2548363630209043,35,1,143,APP.O,COMPLETE,APP.O
12,0.025332745960463945,2025-05-01 10:45:11.329794,2025-05-01 10:45:20.031255,0 days 00:00:08.701461,64,0.23325215066294874,24,1,129,APP.O,COMPLETE,APP.O
13,0.025285124151310213,2025-05-01 10:45:20.049991,2025-05-01 10:45:28.724724,0 days 00:00:08.674733,32,0.22563563389246663,25,1,120,APP.O,COMPLETE,APP.O
14,0.052641206295934516,2025-05-01 10:45:28.738828,2025-05-01 10:45:42.743668,0 days 00:00:14.004840,32,0.21164960727727994,25,16,108,APP.O,COMPLETE,APP.O
15,0.05549684938780312,2025-05-01 10:45:42.765351,2025-05-01 10:45:51.702357,0 days 00:00:08.937006,64,0.3258788055304044,23,16,104,APP.O,COMPLETE,APP.O
16,0.025679189105696554,2025-05-01 10:45:51.718357,2025-05-01 10:45:59.146196,0 days 00:00:07.427839,32,0.23165514430196105,28,1,91,APP.O,COMPLETE,APP.O
17,0.05837343052732535,2025-05-01 10:45:59.160275,2025-05-01 10:46:17.828927,0 days 00:00:18.668652,64,0.12599710506655068,20,26,150,APP.O,COMPLETE,APP.O
18,0.04661225388153495,2025-05-01 10:46:17.841323,2025-05-01 10:46:25.860065,0 days 00:00:08.018742,32,0.278803960597646,25,11,148,APP.O,COMPLETE,APP.O
19,0.049630443923965234,2025-05-01 10:46:25.871512,2025-05-01 10:46:36.485976,0 days 00:00:10.614464,64,0.19209743970100576,31,11,251,APP.O,COMPLETE,APP.O
20,0.05146135518822929,2025-05-01 10:46:36.496803,2025-05-01 10:46:55.394716,0 days 00:00:18.897913,32,0.16225564255547584,27,26,80,APP.O,COMPLETE,APP.O
21,0.02588393630041434,2025-05-01 10:46:55.406326,2025-05-01 10:47:03.048125,0 days 00:00:07.641799,32,0.23858260379933932,28,1,86,APP.O,COMPLETE,APP.O
22,0.02559598660884083,2025-05-01 10:47:03.062929,2025-05-01 10:47:12.079793,0 days 00:00:09.016864,32,0.2223049216505942,25,1,116,APP.O,COMPLETE,APP.O
23,0.04208669180324338,2025-05-01 10:47:12.090386,2025-05-01 10:47:20.321615,0 days 00:00:08.231229,32,0.3127249143928682,24,6,130,APP.O,COMPLETE,APP.O
24,0.05117094995324705,2025-05-01 10:47:20.334218,2025-05-01 10:47:28.657872,0 days 00:00:08.323654,32,0.21787206607494844,22,11,165,APP.O,COMPLETE,APP.O
25,0.025017991676346437,2025-05-01 10:47:28.671635,2025-05-01 10:47:36.183041,0 days 00:00:07.511406,32,0.27338466721163224,26,1,118,APP.O,COMPLETE,APP.O
26,0.05465059951949246,2025-05-01 10:47:36.196624,2025-05-01 10:47:45.735212,0 days 00:00:09.538588,64,0.27332031761872067,26,16,135,APP.O,COMPLETE,APP.O
27,0.043002451815381766,2025-05-01 10:47:45.746833,2025-05-01 10:47:53.036593,0 days 00:00:07.289760,32,0.34220179069130313,23,6,163,APP.O,COMPLETE,APP.O
28,0.06631440997828793,2025-05-01 10:47:53.050895,2025-05-01 10:48:01.428254,0 days 00:00:08.377359,64,0.39317709642284937,26,21,99,APP.O,COMPLETE,APP.O
29,0.06036607674200409,2025-05-01 10:48:01.439742,2025-05-01 10:48:14.685142,0 days 00:00:13.245400,32,0.29016238268510464,21,21,69,APP.O,COMPLETE,APP.O
0,0.050808455796211724,2025-05-01 10:48:14.741959,2025-05-01 10:48:52.998968,0 days 00:00:38.257009,64,0.3791305203444918,30,46,112,ASML.O,COMPLETE,ASML.O
1,0.0516076526931106,2025-05-01 10:48:53.015677,2025-05-01 10:49:23.477120,0 days 00:00:30.461443,64,0.2960252565835657,22,36,152,ASML.O,COMPLETE,ASML.O
2,0.04601565775091743,2025-05-01 10:49:23.489659,2025-05-01 10:51:41.921961,0 days 00:02:18.432302,32,0.2437428784511524,35,51,246,ASML.O,COMPLETE,ASML.O
3,0.04814389966048549,2025-05-01 10:51:41.936385,2025-05-01 10:52:41.017100,0 days 00:00:59.080715,32,0.1680585634207497,30,46,142,ASML.O,COMPLETE,ASML.O
4,0.04702309832652424,2025-05-01 10:52:41.029141,2025-05-01 10:54:09.924691,0 days 00:01:28.895550,64,0.27011963683975415,35,41,228,ASML.O,COMPLETE,ASML.O
5,0.047100701523335134,2025-05-01 10:54:09.938605,2025-05-01 10:54:44.850182,0 days 00:00:34.911577,32,0.14889217058831675,23,26,182,ASML.O,COMPLETE,ASML.O
6,0.05497894189171257,2025-05-01 10:54:44.864088,2025-05-01 10:55:08.712031,0 days 00:00:23.847943,64,0.4545077312261613,23,41,94,ASML.O,COMPLETE,ASML.O
7,0.04722682456032646,2025-05-01 10:55:08.722601,2025-05-01 10:55:49.980016,0 days 00:00:41.257415,64,0.3932415303736073,34,16,253,ASML.O,COMPLETE,ASML.O
8,0.05279894353624162,2025-05-01 10:55:49.992291,2025-05-01 10:56:19.120501,0 days 00:00:29.128210,64,0.23835790890212205,20,41,138,ASML.O,COMPLETE,ASML.O
9,0.05055461696258079,2025-05-01 10:56:19.131246,2025-05-01 10:57:41.027313,0 days 00:01:21.896067,32,0.39510914207409786,28,46,256,ASML.O,COMPLETE,ASML.O
10,0.051849815519374086,2025-05-01 10:57:41.039764,2025-05-01 10:57:59.051246,0 days 00:00:18.011482,32,0.10535601579840834,32,56,52,ASML.O,COMPLETE,ASML.O
11,0.036982762801974815,2025-05-01 10:57:59.065194,2025-05-01 10:58:06.711963,0 days 00:00:07.646769,32,0.24917634212669787,35,1,200,ASML.O,COMPLETE,ASML.O
12,0.037047534359928094,2025-05-01 10:58:06.727463,2025-05-01 10:58:19.713212,0 days 00:00:12.985749,32,0.2206842346974306,33,1,205,ASML.O,COMPLETE,ASML.O
13,0.03720186338173742,2025-05-01 10:58:19.725088,2025-05-01 10:58:28.438495,0 days 00:00:08.713407,32,0.2008421099358225,32,1,200,ASML.O,COMPLETE,ASML.O
14,0.036413497767064776,2025-05-01 10:58:28.456860,2025-05-01 10:58:37.292226,0 days 00:00:08.835366,32,0.3391599947046401,26,1,195,ASML.O,COMPLETE,ASML.O
15,0.04582654917029279,2025-05-01 10:58:37.307037,2025-05-01 10:59:11.040448,0 days 00:00:33.733411,32,0.333913216697828,25,16,180,ASML.O,COMPLETE,ASML.O
16,0.04664814241007657,2025-05-01 10:59:11.050529,2025-05-01 10:59:41.269396,0 days 00:00:30.218867,32,0.3349071063533742,26,11,217,ASML.O,COMPLETE,ASML.O
17,0.045144117676310595,2025-05-01 10:59:41.288004,2025-05-01 11:00:00.227742,0 days 00:00:18.939738,32,0.4855851910127209,28,6,173,ASML.O,COMPLETE,ASML.O
18,0.04722306064155997,2025-05-01 11:00:00.239093,2025-05-01 11:00:35.299403,0 days 00:00:35.060310,32,0.32931467879321835,26,26,161,ASML.O,COMPLETE,ASML.O
19,0.04601067387141746,2025-05-01 11:00:35.310766,2025-05-01 11:01:12.996725,0 days 00:00:37.685959,32,0.2797408268463693,29,16,199,ASML.O,COMPLETE,ASML.O
20,0.05064128447533048,2025-05-01 11:01:13.009028,2025-05-01 11:01:23.373267,0 days 00:00:10.364239,32,0.42485362698875273,25,6,121,ASML.O,COMPLETE,ASML.O
21,0.03658653678496923,2025-05-01 11:01:23.383786,2025-05-01 11:01:30.760007,0 days 00:00:07.376221,32,0.21712315106855962,33,1,212,ASML.O,COMPLETE,ASML.O
22,0.037091800868658764,2025-05-01 11:01:30.774384,2025-05-01 11:01:38.835653,0 days 00:00:08.061269,32,0.1770362872115239,32,1,230,ASML.O,COMPLETE,ASML.O
23,0.048983117231292256,2025-05-01 11:01:38.846802,2025-05-01 11:01:57.591288,0 days 00:00:18.744486,32,0.26059952916999907,31,11,188,ASML.O,COMPLETE,ASML.O
24,0.04521110836605508,2025-05-01 11:01:57.605938,2025-05-01 11:02:19.218029,0 days 00:00:21.612091,32,0.31534511548333843,34,6,219,ASML.O,COMPLETE,ASML.O
25,0.045476796664314235,2025-05-01 11:02:19.228807,2025-05-01 11:03:03.873839,0 days 00:00:44.645032,32,0.35482464021965476,34,21,165,ASML.O,COMPLETE,ASML.O
26,0.04373394959068749,2025-05-01 11:03:03.890641,2025-05-01 11:03:35.205486,0 days 00:00:31.314845,32,0.11958808724409996,27,11,232,ASML.O,COMPLETE,ASML.O
27,0.037155829155555146,2025-05-01 11:03:35.219320,2025-05-01 11:03:42.803993,0 days 00:00:07.584673,32,0.20178663392730672,30,1,204,ASML.O,COMPLETE,ASML.O
28,0.04941018447009912,2025-05-01 11:03:42.814999,2025-05-01 11:03:49.457156,0 days 00:00:06.642157,32,0.2920381872035077,33,6,80,ASML.O,COMPLETE,ASML.O
29,0.05006380604707094,2025-05-01 11:03:49.468679,2025-05-01 11:04:21.299687,0 days 00:00:31.831008,64,0.3617216957239176,29,31,122,ASML.O,COMPLETE,ASML.O
0,0.030000249183978044,2025-05-01 11:04:21.354776,2025-05-01 11:04:29.986186,0 days 00:00:08.631410,64,0.44194248590122276,25,1,163,AVGO.O,COMPLETE,AVGO.O
1,0.030267595913728653,2025-05-01 11:04:29.997518,2025-05-01 11:04:37.020170,0 days 00:00:07.022652,64,0.34886797483993465,22,1,177,AVGO.O,COMPLETE,AVGO.O
2,0.05180175331529616,2025-05-01 11:04:37.029488,2025-05-01 11:05:09.023315,0 days 00:00:31.993827,64,0.3085218813258769,28,21,200,AVGO.O,COMPLETE,AVGO.O
3,0.051331779716445536,2025-05-01 11:05:09.041664,2025-05-01 11:05:46.081240,0 days 00:00:37.039576,64,0.3862160751459781,25,31,197,AVGO.O,COMPLETE,AVGO.O
4,0.04601880608092779,2025-05-01 11:05:46.094805,2025-05-01 11:06:04.584068,0 days 00:00:18.489263,32,0.19055574326337427,24,11,146,AVGO.O,COMPLETE,AVGO.O
5,0.06023347199262227,2025-05-01 11:06:04.596016,2025-05-01 11:06:14.406229,0 days 00:00:09.810213,64,0.3011268265411461,28,56,44,AVGO.O,COMPLETE,AVGO.O
6,0.04824637270308775,2025-05-01 11:06:14.424248,2025-05-01 11:07:31.007317,0 days 00:01:16.583069,32,0.4253184991756799,35,41,183,AVGO.O,COMPLETE,AVGO.O
7,0.05429360470959237,2025-05-01 11:07:31.018864,2025-05-01 11:08:09.345105,0 days 00:00:38.326241,32,0.19691128225506632,29,46,107,AVGO.O,COMPLETE,AVGO.O
8,0.04683470695935498,2025-05-01 11:08:09.355462,2025-05-01 11:09:27.351334,0 days 00:01:17.995872,32,0.2586479148928827,33,46,140,AVGO.O,COMPLETE,AVGO.O
9,0.05378024927507206,2025-05-01 11:09:27.362721,2025-05-01 11:10:01.001919,0 days 00:00:33.639198,64,0.32484977065855963,32,41,233,AVGO.O,COMPLETE,AVGO.O
10,0.04947306503444309,2025-05-01 11:10:01.016740,2025-05-01 11:10:08.388011,0 days 00:00:07.371271,64,0.4997543652006283,20,1,69,AVGO.O,COMPLETE,AVGO.O
11,0.03024418523298115,2025-05-01 11:10:08.402879,2025-05-01 11:10:17.035362,0 days 00:00:08.632483,64,0.42839686450426034,21,1,159,AVGO.O,COMPLETE,AVGO.O
12,0.052084531748173166,2025-05-01 11:10:17.046720,2025-05-01 11:10:31.017538,0 days 00:00:13.970818,64,0.46320219160850434,20,11,120,AVGO.O,COMPLETE,AVGO.O
13,0.04885039467631085,2025-05-01 11:10:31.032172,2025-05-01 11:11:02.090672,0 days 00:00:31.058500,64,0.4126955263090268,25,11,256,AVGO.O,COMPLETE,AVGO.O
14,0.0525418883505032,2025-05-01 11:11:02.100987,2025-05-01 11:11:24.869784,0 days 00:00:22.768797,64,0.10494107409484157,23,21,156,AVGO.O,COMPLETE,AVGO.O
15,0.030193485996047417,2025-05-01 11:11:24.886299,2025-05-01 11:11:31.458244,0 days 00:00:06.571945,64,0.4952693348055379,26,1,91,AVGO.O,COMPLETE,AVGO.O
16,0.05326419638559352,2025-05-01 11:11:31.469300,2025-05-01 11:11:49.694695,0 days 00:00:18.225395,64,0.4970526250292403,26,21,88,AVGO.O,COMPLETE,AVGO.O
17,0.04834720486851329,2025-05-01 11:11:49.705498,2025-05-01 11:11:57.593585,0 days 00:00:07.888087,64,0.37362857048379283,30,6,43,AVGO.O,COMPLETE,AVGO.O
18,0.05552191563791223,2025-05-01 11:11:57.603831,2025-05-01 11:12:07.246707,0 days 00:00:09.642876,32,0.4580241187258551,26,16,79,AVGO.O,COMPLETE,AVGO.O
19,0.053831967498248146,2025-05-01 11:12:07.258295,2025-05-01 11:12:41.228063,0 days 00:00:33.969768,64,0.4619340737584373,31,31,116,AVGO.O,COMPLETE,AVGO.O
20,0.05214322650237696,2025-05-01 11:12:41.244338,2025-05-01 11:12:46.916960,0 days 00:00:05.672622,64,0.2592260572976479,27,6,99,AVGO.O,COMPLETE,AVGO.O
21,0.030137201561058983,2025-05-01 11:12:46.930373,2025-05-01 11:12:55.165653,0 days 00:00:08.235280,64,0.42527934860407485,22,1,169,AVGO.O,COMPLETE,AVGO.O
22,0.047063328410354516,2025-05-01 11:12:55.175577,2025-05-01 11:13:05.087709,0 days 00:00:09.912132,64,0.3939131706441209,23,6,132,AVGO.O,COMPLETE,AVGO.O
23,0.029671053921938605,2025-05-01 11:13:05.099456,2025-05-01 11:13:12.757803,0 days 00:00:07.658347,64,0.45095619766006034,23,1,210,AVGO.O,COMPLETE,AVGO.O
24,0.050128121221345884,2025-05-01 11:13:12.773380,2025-05-01 11:13:38.512377,0 days 00:00:25.738997,64,0.3577057022780099,22,16,231,AVGO.O,COMPLETE,AVGO.O
25,0.04753973574809531,2025-05-01 11:13:38.526740,2025-05-01 11:13:53.887792,0 days 00:00:15.361052,64,0.4478736483773361,24,6,213,AVGO.O,COMPLETE,AVGO.O
26,0.05460672180253273,2025-05-01 11:13:53.901021,2025-05-01 11:14:10.111420,0 days 00:00:16.210399,32,0.40625440874648167,22,16,166,AVGO.O,COMPLETE,AVGO.O
27,0.02974734009324943,2025-05-01 11:14:10.122539,2025-05-01 11:14:17.820914,0 days 00:00:07.698375,64,0.4392471113062481,24,1,215,AVGO.O,COMPLETE,AVGO.O
