number,value,datetime_start,datetime_complete,duration,params_batch_size,params_dropout,params_epochs,params_lookback,params_units,user_attrs_Company,state,Company
15,0.02315612802022143,2025-05-01 09:16:22.550633,2025-05-01 09:16:29.691772,0 days 00:00:07.141139,32,0.2806280887073198,32,1,188,AAPL.O,COMPLETE,AAPL.O
16,0.02200372537335158,2025-05-01 09:16:29.711214,2025-05-01 09:16:39.286152,0 days 00:00:09.574938,32,0.40246843373394525,32,1,228,AAPL.O,COMPLETE,AAPL.O
17,0.032116782857681596,2025-05-01 09:16:39.301544,2025-05-01 09:17:07.202173,0 days 00:00:27.900629,32,0.2992926465249549,31,21,187,AAPL.O,COMPLETE,AAPL.O
18,0.02262589956296947,2025-05-01 09:17:07.219064,2025-05-01 09:17:16.346969,0 days 00:00:09.127905,32,0.39743625842949465,33,1,226,AAPL.O,COMPLETE,AAPL.O
19,0.034108876003147104,2025-05-01 09:17:16.362937,2025-05-01 09:17:30.780986,0 days 00:00:14.418049,32,0.3646960576342538,20,11,208,AAPL.O,COMPLETE,AAPL.O
20,0.03223017285898084,2025-05-01 09:17:30.802205,2025-05-01 09:17:55.321103,0 days 00:00:24.518898,32,0.27104783500700647,30,21,175,AAPL.O,COMPLETE,AAPL.O
21,0.02227697994366351,2025-05-01 09:17:55.334996,2025-05-01 09:18:05.804156,0 days 00:00:10.469160,32,0.40992463360552933,33,1,252,AAPL.O,COMPLETE,AAPL.O
22,0.03131533629759378,2025-05-01 09:18:05.822464,2025-05-01 09:18:16.824437,0 days 00:00:11.001973,32,0.38845456373314663,31,6,233,AAPL.O,COMPLETE,AAPL.O
23,0.030411362722320607,2025-05-01 09:18:16.839895,2025-05-01 09:18:30.969163,0 days 00:00:14.129268,32,0.45586794253001167,33,6,256,AAPL.O,COMPLETE,AAPL.O
24,0.022791597702296246,2025-05-01 09:18:30.979976,2025-05-01 09:18:39.668229,0 days 00:00:08.688253,32,0.3258003429559544,31,1,235,AAPL.O,COMPLETE,AAPL.O
25,0.03504926835339375,2025-05-01 09:18:39.683862,2025-05-01 09:18:57.499239,0 days 00:00:17.815377,32,0.4466144268397486,27,16,201,AAPL.O,COMPLETE,AAPL.O
26,0.04249292804097505,2025-05-01 09:18:57.520028,2025-05-01 09:19:22.436162,0 days 00:00:24.916134,32,0.37679629110076596,34,41,240,AAPL.O,COMPLETE,AAPL.O
27,0.030813000483871044,2025-05-01 09:19:22.458057,2025-05-01 09:19:35.109208,0 days 00:00:12.651151,32,0.4237686454200797,22,6,208,AAPL.O,COMPLETE,AAPL.O
28,0.031494189520670644,2025-05-01 09:19:35.121412,2025-05-01 09:19:57.392493,0 days 00:00:22.271081,32,0.3193183338018173,30,16,220,AAPL.O,COMPLETE,AAPL.O
29,0.044003389136563265,2025-05-01 09:19:57.403721,2025-05-01 09:20:07.095453,0 days 00:00:09.691732,32,0.42643433031269873,26,11,121,AAPL.O,COMPLETE,AAPL.O
0,0.04340447519859185,2025-05-01 09:20:07.153436,2025-05-01 09:20:45.385015,0 days 00:00:38.231579,32,0.3301542401785632,25,31,154,ADBE.O,COMPLETE,ADBE.O
1,0.04917556145728396,2025-05-01 09:20:45.402977,2025-05-01 09:20:59.168012,0 days 00:00:13.765035,64,0.48638928389445724,26,16,125,ADBE.O,COMPLETE,ADBE.O
2,0.0569533866320061,2025-05-01 09:20:59.191943,2025-05-01 09:21:22.073268,0 days 00:00:22.881325,64,0.24004479237802534,32,41,243,ADBE.O,COMPLETE,ADBE.O
3,0.04210883683909613,2025-05-01 09:21:22.085462,2025-05-01 09:22:05.691274,0 days 00:00:43.605812,32,0.3109782716692258,21,21,226,ADBE.O,COMPLETE,ADBE.O
4,0.04680534656958549,2025-05-01 09:22:05.706813,2025-05-01 09:22:40.256454,0 days 00:00:34.549641,64,0.12048215697488827,25,26,148,ADBE.O,COMPLETE,ADBE.O
5,0.04033024741113332,2025-05-01 09:22:40.269641,2025-05-01 09:23:09.746986,0 days 00:00:29.477345,32,0.2319560763340773,29,11,165,ADBE.O,COMPLETE,ADBE.O
6,0.04637003244190818,2025-05-01 09:23:09.772994,2025-05-01 09:23:44.450494,0 days 00:00:34.677500,64,0.47066989683344806,25,21,175,ADBE.O,COMPLETE,ADBE.O
7,0.030553712535927917,2025-05-01 09:23:44.466591,2025-05-01 09:23:54.383688,0 days 00:00:09.917097,32,0.1140956573401597,31,1,131,ADBE.O,COMPLETE,ADBE.O
8,0.042442118587844586,2025-05-01 09:23:54.398893,2025-05-01 09:24:26.259047,0 days 00:00:31.860154,32,0.4499289235779055,33,16,156,ADBE.O,COMPLETE,ADBE.O
9,0.04445071633939948,2025-05-01 09:24:26.274264,2025-05-01 09:24:47.428806,0 days 00:00:21.154542,32,0.2875525876952685,27,21,130,ADBE.O,COMPLETE,ADBE.O
10,0.030843121554776108,2025-05-01 09:24:47.441586,2025-05-01 09:24:55.513447,0 days 00:00:08.071861,32,0.10516969543521476,35,1,79,ADBE.O,COMPLETE,ADBE.O
11,0.030436029489641196,2025-05-01 09:24:55.531430,2025-05-01 09:25:05.841844,0 days 00:00:10.310414,32,0.12601605799439058,35,1,52,ADBE.O,COMPLETE,ADBE.O
12,0.03026192424767654,2025-05-01 09:25:05.865354,2025-05-01 09:25:13.398426,0 days 00:00:07.533072,32,0.16016685405611017,31,1,36,ADBE.O,COMPLETE,ADBE.O
13,0.04232475782719442,2025-05-01 09:25:13.419918,2025-05-01 09:25:38.927500,0 days 00:00:25.507582,32,0.18141152925487947,35,56,32,ADBE.O,COMPLETE,ADBE.O
14,0.04818854627995445,2025-05-01 09:25:38.939095,2025-05-01 09:25:44.320546,0 days 00:00:05.381451,32,0.17467397416946023,30,6,38,ADBE.O,COMPLETE,ADBE.O
15,0.043933546641701696,2025-05-01 09:25:44.333895,2025-05-01 09:26:12.718458,0 days 00:00:28.384563,32,0.38277172671420095,33,36,79,ADBE.O,COMPLETE,ADBE.O
16,0.04773255324436072,2025-05-01 09:26:12.732455,2025-05-01 09:26:20.799009,0 days 00:00:08.066554,32,0.17705629983332596,29,6,75,ADBE.O,COMPLETE,ADBE.O
17,0.04064402494985407,2025-05-01 09:26:20.813521,2025-05-01 09:26:56.232638,0 days 00:00:35.419117,32,0.21199717020490805,34,46,101,ADBE.O,COMPLETE,ADBE.O
18,0.050282220696978,2025-05-01 09:26:56.248385,2025-05-01 09:27:07.887686,0 days 00:00:11.639301,64,0.13526096138423296,22,11,50,ADBE.O,COMPLETE,ADBE.O
19,0.030521626616796485,2025-05-01 09:27:07.899890,2025-05-01 09:27:18.739947,0 days 00:00:10.840057,32,0.25596080895409673,31,1,62,ADBE.O,COMPLETE,ADBE.O
20,0.04037488790834738,2025-05-01 09:27:18.758123,2025-05-01 09:27:56.374797,0 days 00:00:37.616674,32,0.1548543124237695,33,11,191,ADBE.O,COMPLETE,ADBE.O
21,0.030216374330373445,2025-05-01 09:27:56.384575,2025-05-01 09:28:07.721149,0 days 00:00:11.336574,32,0.25396612643511496,31,1,58,ADBE.O,COMPLETE,ADBE.O
22,0.04740481018078415,2025-05-01 09:28:07.743534,2025-05-01 09:28:15.414196,0 days 00:00:07.670662,32,0.37525704051767284,28,6,99,ADBE.O,COMPLETE,ADBE.O
23,0.030798149108907467,2025-05-01 09:28:15.427977,2025-05-01 09:28:26.159866,0 days 00:00:10.731889,32,0.20897339309035826,32,1,51,ADBE.O,COMPLETE,ADBE.O
24,0.04301545620883331,2025-05-01 09:28:26.172585,2025-05-01 09:28:39.134395,0 days 00:00:12.961810,32,0.2770324143079341,30,6,104,ADBE.O,COMPLETE,ADBE.O
25,0.04641912940512874,2025-05-01 09:28:39.145137,2025-05-01 09:28:52.427991,0 days 00:00:13.282854,32,0.1520269340030702,35,11,60,ADBE.O,COMPLETE,ADBE.O
26,0.03186484958530154,2025-05-01 09:28:52.448067,2025-05-01 09:29:00.837366,0 days 00:00:08.389299,64,0.20114884504410527,31,1,35,ADBE.O,COMPLETE,ADBE.O
27,0.04423393309357016,2025-05-01 09:29:00.853495,2025-05-01 09:29:19.269306,0 days 00:00:18.415811,32,0.3519422066848436,34,16,90,ADBE.O,COMPLETE,ADBE.O
28,0.047124352587699765,2025-05-01 09:29:19.281421,2025-05-01 09:29:53.405980,0 days 00:00:34.124559,32,0.14451623841122052,28,56,66,ADBE.O,COMPLETE,ADBE.O
29,0.04731141224689601,2025-05-01 09:29:53.419842,2025-05-01 09:30:17.044013,0 days 00:00:23.624171,32,0.2610825327973264,32,26,46,ADBE.O,COMPLETE,ADBE.O
0,0.055617101632376605,2025-05-01 09:30:17.109403,2025-05-01 09:31:01.385688,0 days 00:00:44.276285,64,0.28457869413631987,24,36,202,ADI.O,COMPLETE,ADI.O
1,0.05757360693903153,2025-05-01 09:31:01.399461,2025-05-01 09:31:26.059421,0 days 00:00:24.659960,64,0.2579798331033897,28,21,255,ADI.O,COMPLETE,ADI.O
2,0.054056030892086965,2025-05-01 09:31:26.074267,2025-05-01 09:32:14.366625,0 days 00:00:48.292358,32,0.2924742656022502,35,41,149,ADI.O,COMPLETE,ADI.O
3,0.04393190654463818,2025-05-01 09:32:14.379368,2025-05-01 09:32:24.176746,0 days 00:00:09.797378,64,0.3240451170047238,33,1,204,ADI.O,COMPLETE,ADI.O
4,0.07122837344930842,2025-05-01 09:32:24.193708,2025-05-01 09:32:35.030034,0 days 00:00:10.836326,64,0.3101425002555952,30,56,59,ADI.O,COMPLETE,ADI.O
5,0.05920765091916734,2025-05-01 09:32:35.045571,2025-05-01 09:32:58.201880,0 days 00:00:23.156309,32,0.33274901112171207,33,51,66,ADI.O,COMPLETE,ADI.O
6,0.05363404573637152,2025-05-01 09:32:58.215297,2025-05-01 09:33:56.544799,0 days 00:00:58.329502,32,0.4671723717442753,33,36,186,ADI.O,COMPLETE,ADI.O
7,0.0641331130200065,2025-05-01 09:33:56.561362,2025-05-01 09:34:12.274791,0 days 00:00:15.713429,64,0.26160225974025897,27,51,43,ADI.O,COMPLETE,ADI.O
8,0.043853050279053465,2025-05-01 09:34:12.289802,2025-05-01 09:34:22.801411,0 days 00:00:10.511609,32,0.479447316696312,32,1,149,ADI.O,COMPLETE,ADI.O
9,0.07030940257001754,2025-05-01 09:34:22.813699,2025-05-01 09:34:33.714615,0 days 00:00:10.900916,32,0.4473112378952916,29,16,43,ADI.O,COMPLETE,ADI.O
10,0.0442627823377781,2025-05-01 09:34:33.725990,2025-05-01 09:34:40.938512,0 days 00:00:07.212522,32,0.10314498516370049,21,1,108,ADI.O,COMPLETE,ADI.O
11,0.04439862720134721,2025-05-01 09:34:40.952414,2025-05-01 09:34:52.963359,0 days 00:00:12.010945,64,0.39202084215317723,32,1,194,ADI.O,COMPLETE,ADI.O
12,0.05240152559110311,2025-05-01 09:34:52.974856,2025-05-01 09:35:13.984906,0 days 00:00:21.010050,32,0.16983918880532423,35,11,142,ADI.O,COMPLETE,ADI.O
13,0.051448787601066186,2025-05-01 09:35:14.005812,2025-05-01 09:35:35.284267,0 days 00:00:21.278455,64,0.4988917288609851,31,6,248,ADI.O,COMPLETE,ADI.O
14,0.058905005742179724,2025-05-01 09:35:35.298826,2025-05-01 09:35:59.959325,0 days 00:00:24.660499,64,0.3939941157495209,26,21,154,ADI.O,COMPLETE,ADI.O
15,0.05689864836073245,2025-05-01 09:35:59.975794,2025-05-01 09:36:19.948895,0 days 00:00:19.973101,32,0.38813374603619244,33,11,224,ADI.O,COMPLETE,ADI.O
16,0.049282428497571036,2025-05-01 09:36:19.959086,2025-05-01 09:36:53.795536,0 days 00:00:33.836450,32,0.20604036591244126,30,26,111,ADI.O,COMPLETE,ADI.O
17,0.044538686328556475,2025-05-01 09:36:53.805987,2025-05-01 09:37:03.025761,0 days 00:00:09.219774,64,0.36328210229049446,35,1,165,ADI.O,COMPLETE,ADI.O
18,0.0554093216301393,2025-05-01 09:37:03.048625,2025-05-01 09:37:21.951864,0 days 00:00:18.903239,32,0.43825803967288046,25,11,114,ADI.O,COMPLETE,ADI.O
19,0.052818594229168035,2025-05-01 09:37:21.969862,2025-05-01 09:37:39.531268,0 days 00:00:17.561406,64,0.20869815224229832,23,6,221,ADI.O,COMPLETE,ADI.O
20,0.05560065050960185,2025-05-01 09:37:39.553756,2025-05-01 09:38:06.415312,0 days 00:00:26.861556,32,0.4900652331765695,31,16,176,ADI.O,COMPLETE,ADI.O
21,0.04436054082090532,2025-05-01 09:38:06.429931,2025-05-01 09:38:14.979018,0 days 00:00:08.549087,32,0.1293989841522568,20,1,112,ADI.O,COMPLETE,ADI.O
22,0.0533522760115345,2025-05-01 09:38:14.994944,2025-05-01 09:38:23.551975,0 days 00:00:08.557031,32,0.10974658281899169,20,6,88,ADI.O,COMPLETE,ADI.O
23,0.04404594897629654,2025-05-01 09:38:23.567541,2025-05-01 09:38:31.964319,0 days 00:00:08.396778,32,0.1613289016822815,22,1,129,ADI.O,COMPLETE,ADI.O
24,0.05058491381747615,2025-05-01 09:38:31.983103,2025-05-01 09:38:48.022208,0 days 00:00:16.039105,32,0.2195002544868744,22,6,134,ADI.O,COMPLETE,ADI.O
25,0.052107897400960106,2025-05-01 09:38:48.044836,2025-05-01 09:39:14.842529,0 days 00:00:26.797693,32,0.1472929457169157,28,16,127,ADI.O,COMPLETE,ADI.O
26,0.0437404628249952,2025-05-01 09:39:14.858382,2025-05-01 09:39:23.748795,0 days 00:00:08.890413,64,0.3456198714111698,32,1,214,ADI.O,COMPLETE,ADI.O
27,0.0575014246903993,2025-05-01 09:39:23.760284,2025-05-01 09:40:04.500447,0 days 00:00:40.740163,64,0.34299498505592324,34,26,217,ADI.O,COMPLETE,ADI.O
28,0.05601630920030102,2025-05-01 09:40:04.515226,2025-05-01 09:40:23.526010,0 days 00:00:19.010784,64,0.42168625933608594,32,11,206,ADI.O,COMPLETE,ADI.O
29,0.05637222156861485,2025-05-01 09:40:23.540171,2025-05-01 09:41:37.051133,0 days 00:01:13.510962,64,0.32217250984519613,31,36,239,ADI.O,COMPLETE,ADI.O
0,0.03816383537451705,2025-05-01 09:41:37.121465,2025-05-01 09:41:47.960348,0 days 00:00:10.838883,32,0.4294576496253997,33,11,105,ADSK.O,COMPLETE,ADSK.O
1,0.037315995300631385,2025-05-01 09:41:47.974129,2025-05-01 09:42:04.244606,0 days 00:00:16.270477,32,0.23471817576110646,21,6,194,ADSK.O,COMPLETE,ADSK.O
2,0.025564215151904195,2025-05-01 09:42:04.257301,2025-05-01 09:42:13.922821,0 days 00:00:09.665520,32,0.1617817115874851,21,1,131,ADSK.O,COMPLETE,ADSK.O
3,0.03706868706154788,2025-05-01 09:42:13.935990,2025-05-01 09:42:44.280806,0 days 00:00:30.344816,64,0.3134111103033941,27,21,190,ADSK.O,COMPLETE,ADSK.O
4,0.02551569866000956,2025-05-01 09:42:44.293383,2025-05-01 09:42:54.092748,0 days 00:00:09.799365,32,0.18091674873778865,31,1,177,ADSK.O,COMPLETE,ADSK.O
5,0.039700189052550884,2025-05-01 09:42:54.104058,2025-05-01 09:43:11.300807,0 days 00:00:17.196749,32,0.3734058489085279,35,31,86,ADSK.O,COMPLETE,ADSK.O
6,0.037960695399046715,2025-05-01 09:43:11.318408,2025-05-01 09:43:33.394367,0 days 00:00:22.075959,64,0.2057925599877185,34,16,181,ADSK.O,COMPLETE,ADSK.O
7,0.03833957718573825,2025-05-01 09:43:33.409187,2025-05-01 09:43:43.447216,0 days 00:00:10.038029,64,0.25050661183189116,28,6,143,ADSK.O,COMPLETE,ADSK.O
8,0.03749677426551184,2025-05-01 09:43:43.460831,2025-05-01 09:44:33.757536,0 days 00:00:50.296705,64,0.34508578634834797,33,46,139,ADSK.O,COMPLETE,ADSK.O
9,0.03549921854911318,2025-05-01 09:44:33.768661,2025-05-01 09:44:52.535659,0 days 00:00:18.766998,32,0.30543354691288793,24,6,197,ADSK.O,COMPLETE,ADSK.O
10,0.03664011759185983,2025-05-01 09:44:52.551824,2025-05-01 09:46:42.664447,0 days 00:01:50.112623,32,0.10288134204818103,30,56,238,ADSK.O,COMPLETE,ADSK.O
11,0.02563201080209358,2025-05-01 09:46:42.678346,2025-05-01 09:46:51.552389,0 days 00:00:08.874043,32,0.13108130946799196,20,1,36,ADSK.O,COMPLETE,ADSK.O
12,0.038102739009474924,2025-05-01 09:46:51.565046,2025-05-01 09:47:17.640981,0 days 00:00:26.075935,32,0.170265739675603,24,31,101,ADSK.O,COMPLETE,ADSK.O
13,0.03442539441784612,2025-05-01 09:47:17.653263,2025-05-01 09:48:16.816381,0 days 00:00:59.163118,32,0.1640843938418864,30,21,237,ADSK.O,COMPLETE,ADSK.O
14,0.02530782912285767,2025-05-01 09:48:16.828902,2025-05-01 09:48:24.842106,0 days 00:00:08.013204,32,0.2477454914445184,23,1,158,ADSK.O,COMPLETE,ADSK.O
15,0.036399740574871935,2025-05-01 09:48:24.856262,2025-05-01 09:49:24.551222,0 days 00:00:59.694960,32,0.27013839348742963,24,41,165,ADSK.O,COMPLETE,ADSK.O
16,0.036491266536054424,2025-05-01 09:49:24.563690,2025-05-01 09:50:05.948977,0 days 00:00:41.385287,32,0.4789876839923836,31,16,217,ADSK.O,COMPLETE,ADSK.O
17,0.025580361455423146,2025-05-01 09:50:05.967100,2025-05-01 09:50:15.640259,0 days 00:00:09.673159,32,0.20989079708399455,27,1,165,ADSK.O,COMPLETE,ADSK.O
18,0.03803516754694059,2025-05-01 09:50:15.654411,2025-05-01 09:51:04.511679,0 days 00:00:48.857268,64,0.2696339895468795,25,26,255,ADSK.O,COMPLETE,ADSK.O
19,0.04055201891608877,2025-05-01 09:51:04.525546,2025-05-01 09:51:15.579748,0 days 00:00:11.054202,32,0.20136352385204925,22,11,59,ADSK.O,COMPLETE,ADSK.O
20,0.036717234728041157,2025-05-01 09:51:15.595604,2025-05-01 09:51:59.206091,0 days 00:00:43.610487,32,0.3691410727660212,29,41,119,ADSK.O,COMPLETE,ADSK.O
21,0.02521163188907497,2025-05-01 09:51:59.223116,2025-05-01 09:52:08.844831,0 days 00:00:09.621715,32,0.1535190394560983,22,1,127,ADSK.O,COMPLETE,ADSK.O
22,0.03611561078562916,2025-05-01 09:52:08.860032,2025-05-01 09:52:31.926968,0 days 00:00:23.066936,32,0.10178421080530003,22,11,167,ADSK.O,COMPLETE,ADSK.O
23,0.026351820837532396,2025-05-01 09:52:31.939425,2025-05-01 09:52:39.518437,0 days 00:00:07.579012,32,0.1421100117268765,25,1,154,ADSK.O,COMPLETE,ADSK.O
24,0.03561897115378109,2025-05-01 09:52:39.531314,2025-05-01 09:52:55.878544,0 days 00:00:16.347230,32,0.19090417309758675,26,6,121,ADSK.O,COMPLETE,ADSK.O
25,0.04011379414886158,2025-05-01 09:52:55.899524,2025-05-01 09:53:11.649615,0 days 00:00:15.750091,32,0.22899012045178258,23,16,83,ADSK.O,COMPLETE,ADSK.O
26,0.026139720512682603,2025-05-01 09:53:11.664720,2025-05-01 09:53:19.396753,0 days 00:00:07.732033,64,0.2802122708312463,32,1,210,ADSK.O,COMPLETE,ADSK.O
27,0.03846591465088836,2025-05-01 09:53:19.407668,2025-05-01 09:53:35.997243,0 days 00:00:16.589575,32,0.17947135393654207,20,11,153,ADSK.O,COMPLETE,ADSK.O
28,0.03739459452058473,2025-05-01 09:53:36.021084,2025-05-01 09:53:49.565423,0 days 00:00:13.544339,32,0.13272785703510323,22,6,173,ADSK.O,COMPLETE,ADSK.O
29,0.03906114013995276,2025-05-01 09:53:49.584871,2025-05-01 09:54:06.818880,0 days 00:00:17.234009,32,0.22923395816669678,28,11,104,ADSK.O,COMPLETE,ADSK.O
0,0.042937347011353,2025-05-01 09:54:06.869051,2025-05-01 09:54:49.142757,0 days 00:00:42.273706,64,0.39215008822591624,34,16,209,AMAT.O,COMPLETE,AMAT.O
1,0.04139019982480306,2025-05-01 09:54:49.158160,2025-05-01 09:55:54.712612,0 days 00:01:05.554452,32,0.14732520005382282,26,36,230,AMAT.O,COMPLETE,AMAT.O
2,0.04422601998709703,2025-05-01 09:55:54.725019,2025-05-01 09:57:01.941607,0 days 00:01:07.216588,32,0.2747452448763373,22,56,167,AMAT.O,COMPLETE,AMAT.O
3,0.055346141188313394,2025-05-01 09:57:01.954498,2025-05-01 09:57:15.344773,0 days 00:00:13.390275,64,0.33129325579891233,24,31,115,AMAT.O,COMPLETE,AMAT.O
4,0.04421341897821874,2025-05-01 09:57:15.360042,2025-05-01 09:57:24.165189,0 days 00:00:08.805147,32,0.4966845608573176,21,6,125,AMAT.O,COMPLETE,AMAT.O
5,0.043789422154163475,2025-05-01 09:57:24.177237,2025-05-01 09:57:50.471437,0 days 00:00:26.294200,32,0.2167552777552381,32,36,64,AMAT.O,COMPLETE,AMAT.O
6,0.045380320863571307,2025-05-01 09:57:50.486890,2025-05-01 09:58:01.775631,0 days 00:00:11.288741,64,0.12997792861628477,29,6,168,AMAT.O,COMPLETE,AMAT.O
7,0.05041892518219426,2025-05-01 09:58:01.789994,2025-05-01 09:58:20.210449,0 days 00:00:18.420455,64,0.43191048737899707,24,31,88,AMAT.O,COMPLETE,AMAT.O
8,0.04407366775167387,2025-05-01 09:58:20.223098,2025-05-01 09:58:49.735499,0 days 00:00:29.512401,32,0.4627619144491327,23,11,254,AMAT.O,COMPLETE,AMAT.O
9,0.04216441598383905,2025-05-01 09:58:49.752122,2025-05-01 09:59:54.657038,0 days 00:01:04.904916,32,0.2812297813701062,28,36,229,AMAT.O,COMPLETE,AMAT.O
10,0.04184931568107384,2025-05-01 09:59:54.669688,2025-05-01 10:01:15.727099,0 days 00:01:21.057411,32,0.10284529854836105,27,51,195,AMAT.O,COMPLETE,AMAT.O
11,0.040661072122645844,2025-05-01 10:01:15.738362,2025-05-01 10:02:38.362156,0 days 00:01:22.623794,32,0.1017140062161946,26,51,198,AMAT.O,COMPLETE,AMAT.O
12,0.04878447067533158,2025-05-01 10:02:38.374899,2025-05-01 10:03:10.885174,0 days 00:00:32.510275,32,0.17135561033734403,26,46,237,AMAT.O,COMPLETE,AMAT.O
13,0.046095530018605155,2025-05-01 10:03:10.898413,2025-05-01 10:03:52.060674,0 days 00:00:41.162261,32,0.1959091725227331,30,46,191,AMAT.O,COMPLETE,AMAT.O
14,0.0545110322059396,2025-05-01 10:03:52.074528,2025-05-01 10:04:06.269921,0 days 00:00:14.195393,32,0.14902282663055794,26,21,159,AMAT.O,COMPLETE,AMAT.O
15,0.04138900534773802,2025-05-01 10:04:06.280314,2025-05-01 10:05:05.269694,0 days 00:00:58.989380,32,0.23121602722011583,20,41,215,AMAT.O,COMPLETE,AMAT.O
16,0.04372182747321583,2025-05-01 10:05:05.284413,2025-05-01 10:06:06.289701,0 days 00:01:01.005288,32,0.23605301989069566,21,46,206,AMAT.O,COMPLETE,AMAT.O
17,0.04628269419221206,2025-05-01 10:06:06.310806,2025-05-01 10:07:02.273501,0 days 00:00:55.962695,32,0.32295968060503527,20,56,129,AMAT.O,COMPLETE,AMAT.O
18,0.05000985351836555,2025-05-01 10:07:02.285160,2025-05-01 10:07:22.773944,0 days 00:00:20.488784,64,0.24284443582879894,35,41,179,AMAT.O,COMPLETE,AMAT.O
19,0.042705303661556275,2025-05-01 10:07:22.784779,2025-05-01 10:07:59.333512,0 days 00:00:36.548733,32,0.39207586987008214,32,26,143,AMAT.O,COMPLETE,AMAT.O
20,0.043844855645171106,2025-05-01 10:07:59.347742,2025-05-01 10:09:30.754132,0 days 00:01:31.406390,32,0.10023850020306803,20,51,255,AMAT.O,COMPLETE,AMAT.O
21,0.04361293733636984,2025-05-01 10:09:30.771265,2025-05-01 10:10:36.560518,0 days 00:01:05.789253,32,0.17476736352927966,25,41,223,AMAT.O,COMPLETE,AMAT.O
22,0.0410399509964726,2025-05-01 10:10:36.571729,2025-05-01 10:11:49.826733,0 days 00:01:13.255004,32,0.14821967759853605,31,36,222,AMAT.O,COMPLETE,AMAT.O
23,0.04482059382423576,2025-05-01 10:11:49.845341,2025-05-01 10:12:38.790378,0 days 00:00:48.945037,32,0.19926065197801768,31,41,210,AMAT.O,COMPLETE,AMAT.O
24,0.04028494283466329,2025-05-01 10:12:38.808392,2025-05-01 10:13:22.278157,0 days 00:00:43.469765,32,0.12607123029522008,29,26,183,AMAT.O,COMPLETE,AMAT.O
25,0.05017658263906592,2025-05-01 10:13:22.288520,2025-05-01 10:13:33.844070,0 days 00:00:11.555550,32,0.13149993640325944,29,21,34,AMAT.O,COMPLETE,AMAT.O
26,0.0422239970347648,2025-05-01 10:13:33.857723,2025-05-01 10:14:13.028188,0 days 00:00:39.170465,64,0.10196155510870004,28,26,187,AMAT.O,COMPLETE,AMAT.O
27,0.040070092898420534,2025-05-01 10:14:13.041017,2025-05-01 10:14:52.680683,0 days 00:00:39.639666,32,0.18033753366302363,33,21,179,AMAT.O,COMPLETE,AMAT.O
