number,value,datetime_start,datetime_complete,duration,params_batch_size,params_dropout,params_epochs,params_lookback,params_units,user_attrs_Company,state,Company
0,0.043107749654336294,2025-05-01 09:58:59.090197,2025-05-01 09:59:24.691269,0 days 00:00:25.601072,64,0.224974505232901,30,36,102,MRVL.O,COMPLETE,MRVL.O
1,0.05526787319182074,2025-05-01 09:59:24.698834,2025-05-01 09:59:33.319253,0 days 00:00:08.620419,64,0.18851559317621414,28,36,32,MRVL.O,COMPLETE,MRVL.O
2,0.045597639593059666,2025-05-01 09:59:33.326587,2025-05-01 10:00:29.479038,0 days 00:00:56.152451,64,0.25974089106380915,20,41,249,MRVL.O,COMPLETE,MRVL.O
3,0.04289290950738807,2025-05-01 10:00:29.486487,2025-05-01 10:01:11.425362,0 days 00:00:41.938875,64,0.16884070536146806,30,31,164,MRVL.O,COMPLETE,MRVL.O
4,0.051123008284298416,2025-05-01 10:01:11.433376,2025-05-01 10:01:26.318071,0 days 00:00:14.884695,32,0.4153253139403984,30,21,32,MRVL.O,COMPLETE,MRVL.O
5,0.04217417587881875,2025-05-01 10:01:26.325910,2025-05-01 10:01:48.334983,0 days 00:00:22.009073,32,0.4249161961620064,34,11,238,MRVL.O,COMPLETE,MRVL.O
6,0.04916260677481706,2025-05-01 10:01:48.341923,2025-05-01 10:02:16.142903,0 days 00:00:27.800980,64,0.43053912201972844,30,41,95,MRVL.O,COMPLETE,MRVL.O
7,0.04637624058901359,2025-05-01 10:02:16.153304,2025-05-01 10:02:31.615702,0 days 00:00:15.462398,32,0.15030767867827044,26,56,34,MRVL.O,COMPLETE,MRVL.O
8,0.034370735369432234,2025-05-01 10:02:31.631874,2025-05-01 10:02:40.488449,0 days 00:00:08.856575,64,0.4349596069154339,24,1,164,MRVL.O,COMPLETE,MRVL.O
9,0.0443644703112237,2025-05-01 10:02:40.497777,2025-05-01 10:02:55.887505,0 days 00:00:15.389728,32,0.3617190464829465,20,11,125,MRVL.O,COMPLETE,MRVL.O
10,0.03445116661567611,2025-05-01 10:02:55.898271,2025-05-01 10:03:05.547390,0 days 00:00:09.649119,64,0.3207021679811948,24,1,189,MRVL.O,COMPLETE,MRVL.O
11,0.03419195623499669,2025-05-01 10:03:05.561143,2025-05-01 10:03:14.659963,0 days 00:00:09.098820,64,0.3247177921397507,24,1,187,MRVL.O,COMPLETE,MRVL.O
12,0.034053527276927495,2025-05-01 10:03:14.668782,2025-05-01 10:03:23.163050,0 days 00:00:08.494268,64,0.49881244670264835,23,1,199,MRVL.O,COMPLETE,MRVL.O
13,0.04487727998343598,2025-05-01 10:03:23.172021,2025-05-01 10:03:40.851487,0 days 00:00:17.679466,64,0.495613822036964,23,11,206,MRVL.O,COMPLETE,MRVL.O
14,0.04377155478821507,2025-05-01 10:03:40.858511,2025-05-01 10:04:07.827062,0 days 00:00:26.968551,64,0.3112784206166354,22,21,213,MRVL.O,COMPLETE,MRVL.O
15,0.033950349394851066,2025-05-01 10:04:07.835782,2025-05-01 10:04:17.174494,0 days 00:00:09.338712,64,0.49253455680526137,26,1,182,MRVL.O,COMPLETE,MRVL.O
16,0.04691215454407836,2025-05-01 10:04:17.184024,2025-05-01 10:04:33.135796,0 days 00:00:15.951772,64,0.4903449390603209,27,21,145,MRVL.O,COMPLETE,MRVL.O
17,0.04433040246634159,2025-05-01 10:04:33.143790,2025-05-01 10:04:45.026812,0 days 00:00:11.883022,64,0.46796268074480735,26,6,220,MRVL.O,COMPLETE,MRVL.O
18,0.04226234352840985,2025-05-01 10:04:45.042049,2025-05-01 10:05:18.940776,0 days 00:00:33.898727,32,0.3756732727644852,33,16,173,MRVL.O,COMPLETE,MRVL.O
19,0.045841540849217724,2025-05-01 10:05:18.947456,2025-05-01 10:05:51.592933,0 days 00:00:32.645477,64,0.37888719123180603,22,51,136,MRVL.O,COMPLETE,MRVL.O
20,0.04706898812350086,2025-05-01 10:05:51.601143,2025-05-01 10:05:57.839320,0 days 00:00:06.238177,64,0.4736859376095075,28,6,72,MRVL.O,COMPLETE,MRVL.O
21,0.034241036279063664,2025-05-01 10:05:57.846089,2025-05-01 10:06:07.773083,0 days 00:00:09.926994,64,0.2585802118654025,25,1,191,MRVL.O,COMPLETE,MRVL.O
22,0.04413845960248519,2025-05-01 10:06:07.785542,2025-05-01 10:06:19.993550,0 days 00:00:12.208008,64,0.3358727436026208,22,6,188,MRVL.O,COMPLETE,MRVL.O
23,0.033986245990127936,2025-05-01 10:06:20.003077,2025-05-01 10:06:28.633743,0 days 00:00:08.630666,64,0.12106352926423639,24,1,229,MRVL.O,COMPLETE,MRVL.O
24,0.04423491623422829,2025-05-01 10:06:28.642394,2025-05-01 10:06:52.303475,0 days 00:00:23.661081,64,0.10570358873925778,26,16,231,MRVL.O,COMPLETE,MRVL.O
25,0.046554773377870014,2025-05-01 10:06:52.309884,2025-05-01 10:07:04.913995,0 days 00:00:12.604111,64,0.10773335694482614,21,6,251,MRVL.O,COMPLETE,MRVL.O
26,0.04076277782288095,2025-05-01 10:07:04.920063,2025-05-01 10:07:36.150959,0 days 00:00:31.230896,32,0.27833077747819324,23,16,207,MRVL.O,COMPLETE,MRVL.O
27,0.04400388871726452,2025-05-01 10:07:36.161997,2025-05-01 10:08:13.225816,0 days 00:00:37.063819,64,0.46189596023628027,25,26,227,MRVL.O,COMPLETE,MRVL.O
28,0.04266659528380223,2025-05-01 10:08:13.237978,2025-05-01 10:08:32.031535,0 days 00:00:18.793557,64,0.39903782602569604,28,11,156,MRVL.O,COMPLETE,MRVL.O
29,0.03418151795707756,2025-05-01 10:08:32.038924,2025-05-01 10:08:42.336245,0 days 00:00:10.297321,64,0.19588055314208497,27,1,200,MRVL.O,COMPLETE,MRVL.O
0,0.03350354015810876,2025-05-01 10:08:42.387946,2025-05-01 10:09:03.767275,0 days 00:00:21.379329,32,0.47382575152530126,26,16,125,MSFT.O,COMPLETE,MSFT.O
1,0.034437536072178275,2025-05-01 10:09:03.774917,2025-05-01 10:10:08.992158,0 days 00:01:05.217241,64,0.2268525085353922,30,46,221,MSFT.O,COMPLETE,MSFT.O
2,0.03696651710657295,2025-05-01 10:10:09.004138,2025-05-01 10:10:35.733381,0 days 00:00:26.729243,32,0.10816951590190245,31,21,168,MSFT.O,COMPLETE,MSFT.O
3,0.03361632534293961,2025-05-01 10:10:35.740126,2025-05-01 10:11:13.205737,0 days 00:00:37.465611,32,0.3023841422743895,28,31,166,MSFT.O,COMPLETE,MSFT.O
4,0.04067447323050584,2025-05-01 10:11:13.214101,2025-05-01 10:11:23.079200,0 days 00:00:09.865099,64,0.4437168890142802,34,51,44,MSFT.O,COMPLETE,MSFT.O
5,0.03695440537027122,2025-05-01 10:11:23.097996,2025-05-01 10:11:59.116704,0 days 00:00:36.018708,32,0.3175146990292159,20,51,221,MSFT.O,COMPLETE,MSFT.O
6,0.037522854900997514,2025-05-01 10:11:59.123979,2025-05-01 10:12:44.080040,0 days 00:00:44.956061,64,0.16822395359626646,30,41,213,MSFT.O,COMPLETE,MSFT.O
7,0.034956507178411415,2025-05-01 10:12:44.088349,2025-05-01 10:12:57.634091,0 days 00:00:13.545742,32,0.33071995874385635,32,21,35,MSFT.O,COMPLETE,MSFT.O
8,0.03516294465175864,2025-05-01 10:12:57.641461,2025-05-01 10:13:12.782979,0 days 00:00:15.141518,64,0.12242988040835018,25,11,129,MSFT.O,COMPLETE,MSFT.O
9,0.037989668610747485,2025-05-01 10:13:12.791835,2025-05-01 10:13:29.429857,0 days 00:00:16.638022,32,0.3225039670130949,26,36,143,MSFT.O,COMPLETE,MSFT.O
10,0.021832692569575627,2025-05-01 10:13:29.437165,2025-05-01 10:13:38.730363,0 days 00:00:09.293198,32,0.4995374089073046,23,1,89,MSFT.O,COMPLETE,MSFT.O
11,0.02198649077744684,2025-05-01 10:13:38.739181,2025-05-01 10:13:47.000664,0 days 00:00:08.261483,32,0.487191120732437,22,1,90,MSFT.O,COMPLETE,MSFT.O
12,0.021848943955650436,2025-05-01 10:13:47.008928,2025-05-01 10:13:54.343733,0 days 00:00:07.334805,32,0.4121238682065712,21,1,80,MSFT.O,COMPLETE,MSFT.O
13,0.022043001670837652,2025-05-01 10:13:54.351832,2025-05-01 10:14:01.879703,0 days 00:00:07.527871,32,0.40877688056727285,23,1,87,MSFT.O,COMPLETE,MSFT.O
14,0.03217648513654716,2025-05-01 10:14:01.886887,2025-05-01 10:14:10.898811,0 days 00:00:09.011924,32,0.39673646818884667,20,6,82,MSFT.O,COMPLETE,MSFT.O
15,0.03467996504827723,2025-05-01 10:14:10.906522,2025-05-01 10:14:20.989034,0 days 00:00:10.082512,32,0.3827283476024833,23,11,65,MSFT.O,COMPLETE,MSFT.O
16,0.02229846843729846,2025-05-01 10:14:20.994851,2025-05-01 10:14:27.894573,0 days 00:00:06.899722,32,0.4995593959680058,22,1,112,MSFT.O,COMPLETE,MSFT.O
17,0.039147754121027695,2025-05-01 10:14:27.904762,2025-05-01 10:14:44.105202,0 days 00:00:16.200440,32,0.4363104854990335,24,26,58,MSFT.O,COMPLETE,MSFT.O
18,0.03481184770002462,2025-05-01 10:14:44.113565,2025-05-01 10:14:52.950598,0 days 00:00:08.837033,64,0.36422725129957556,21,6,106,MSFT.O,COMPLETE,MSFT.O
19,0.03143982312239159,2025-05-01 10:14:52.958964,2025-05-01 10:15:27.012862,0 days 00:00:34.053898,32,0.21909100877045193,28,11,252,MSFT.O,COMPLETE,MSFT.O
20,0.03695028707742596,2025-05-01 10:15:27.019600,2025-05-01 10:15:37.708491,0 days 00:00:10.688891,32,0.4447518682471173,24,16,72,MSFT.O,COMPLETE,MSFT.O
21,0.021501692503156776,2025-05-01 10:15:37.720622,2025-05-01 10:15:46.489228,0 days 00:00:08.768606,32,0.49201543048271335,22,1,95,MSFT.O,COMPLETE,MSFT.O
22,0.03179565635577828,2025-05-01 10:15:46.496685,2025-05-01 10:15:55.302678,0 days 00:00:08.805993,32,0.4609075513033538,21,6,104,MSFT.O,COMPLETE,MSFT.O
23,0.024883205737844073,2025-05-01 10:15:55.313199,2025-05-01 10:16:04.263524,0 days 00:00:08.950325,32,0.42505243031516826,22,1,52,MSFT.O,COMPLETE,MSFT.O
24,0.03100024838534878,2025-05-01 10:16:04.271055,2025-05-01 10:16:18.284853,0 days 00:00:14.013798,32,0.4988285787623024,20,6,161,MSFT.O,COMPLETE,MSFT.O
25,0.03366609984438326,2025-05-01 10:16:18.302050,2025-05-01 10:16:32.038277,0 days 00:00:13.736227,32,0.36057317041308157,26,16,96,MSFT.O,COMPLETE,MSFT.O
26,0.023155919433380166,2025-05-01 10:16:32.046309,2025-05-01 10:16:39.194207,0 days 00:00:07.147898,64,0.466028517379859,24,1,75,MSFT.O,COMPLETE,MSFT.O
27,0.032414435271150364,2025-05-01 10:16:39.201887,2025-05-01 10:16:55.227627,0 days 00:00:16.025740,32,0.41294739050097967,23,11,126,MSFT.O,COMPLETE,MSFT.O
28,0.03166587487639293,2025-05-01 10:16:55.238389,2025-05-01 10:17:21.244851,0 days 00:00:26.006462,32,0.23881204205966722,21,21,147,MSFT.O,COMPLETE,MSFT.O
29,0.03532609742071899,2025-05-01 10:17:21.252229,2025-05-01 10:17:30.534847,0 days 00:00:09.282618,32,0.4715004179868231,26,6,110,MSFT.O,COMPLETE,MSFT.O
0,0.04943932246481246,2025-05-01 10:17:30.581488,2025-05-01 10:17:51.600782,0 days 00:00:21.019294,32,0.41554442570041705,22,31,101,MSTR.O,COMPLETE,MSTR.O
1,0.06666103480864086,2025-05-01 10:17:51.609532,2025-05-01 10:18:15.472593,0 days 00:00:23.863061,64,0.2065036515050986,20,51,196,MSTR.O,COMPLETE,MSTR.O
2,0.03466922827393346,2025-05-01 10:18:15.479691,2025-05-01 10:18:23.084749,0 days 00:00:07.605058,32,0.18634588352298254,27,1,184,MSTR.O,COMPLETE,MSTR.O
3,0.05752778790285712,2025-05-01 10:18:23.097114,2025-05-01 10:18:40.153042,0 days 00:00:17.055928,32,0.14125981056105716,21,46,98,MSTR.O,COMPLETE,MSTR.O
4,0.03442623862939588,2025-05-01 10:18:40.161149,2025-05-01 10:18:48.525398,0 days 00:00:08.364249,32,0.32435416821268565,33,1,211,MSTR.O,COMPLETE,MSTR.O
5,0.06281700267382556,2025-05-01 10:18:48.532719,2025-05-01 10:19:07.108371,0 days 00:00:18.575652,64,0.42154172740083495,27,56,148,MSTR.O,COMPLETE,MSTR.O
6,0.04691020631018328,2025-05-01 10:19:07.116102,2025-05-01 10:19:23.479949,0 days 00:00:16.363847,32,0.21855872241181845,23,26,72,MSTR.O,COMPLETE,MSTR.O
7,0.05341203739732937,2025-05-01 10:19:23.486778,2025-05-01 10:19:44.602791,0 days 00:00:21.116013,32,0.23672201350409858,23,16,199,MSTR.O,COMPLETE,MSTR.O
8,0.03481171539172933,2025-05-01 10:19:44.609526,2025-05-01 10:19:52.910548,0 days 00:00:08.301022,32,0.3034317381560365,35,1,76,MSTR.O,COMPLETE,MSTR.O
9,0.06819221867141916,2025-05-01 10:19:52.921723,2025-05-01 10:20:07.135191,0 days 00:00:14.213468,64,0.3022339524993366,20,41,43,MSTR.O,COMPLETE,MSTR.O
10,0.05436215132460655,2025-05-01 10:20:07.141670,2025-05-01 10:20:29.588426,0 days 00:00:22.446756,64,0.480080534585503,35,16,245,MSTR.O,COMPLETE,MSTR.O
11,0.034796953535060446,2025-05-01 10:20:29.597718,2025-05-01 10:20:36.645090,0 days 00:00:07.047372,32,0.10010045303125713,31,1,194,MSTR.O,COMPLETE,MSTR.O
12,0.05408336996515068,2025-05-01 10:20:36.651614,2025-05-01 10:20:48.821489,0 days 00:00:12.169875,32,0.35116116937474834,28,11,244,MSTR.O,COMPLETE,MSTR.O
13,0.05244339766566908,2025-05-01 10:20:48.830216,2025-05-01 10:20:59.023214,0 days 00:00:10.192998,32,0.17954036208763235,31,6,154,MSTR.O,COMPLETE,MSTR.O
14,0.045487495871807414,2025-05-01 10:20:59.030613,2025-05-01 10:21:38.809067,0 days 00:00:39.778454,32,0.273611880936492,27,26,171,MSTR.O,COMPLETE,MSTR.O
15,0.053111275445204116,2025-05-01 10:21:38.822921,2025-05-01 10:21:55.809742,0 days 00:00:16.986821,32,0.3680286281768495,31,11,224,MSTR.O,COMPLETE,MSTR.O
16,0.03450219123901904,2025-05-01 10:21:55.819177,2025-05-01 10:22:04.640991,0 days 00:00:08.821814,32,0.27433309503111064,25,1,216,MSTR.O,COMPLETE,MSTR.O
17,0.05062203404297578,2025-05-01 10:22:04.650361,2025-05-01 10:22:28.624668,0 days 00:00:23.974307,32,0.26441631772680807,25,21,223,MSTR.O,COMPLETE,MSTR.O
18,0.04809391043306095,2025-05-01 10:22:28.633456,2025-05-01 10:22:36.508322,0 days 00:00:07.874866,64,0.3453602100461326,33,6,121,MSTR.O,COMPLETE,MSTR.O
19,0.05397448983483871,2025-05-01 10:22:36.515691,2025-05-01 10:23:16.669157,0 days 00:00:40.153466,32,0.3943310858749557,29,36,219,MSTR.O,COMPLETE,MSTR.O
20,0.05243403335721753,2025-05-01 10:23:16.677722,2025-05-01 10:23:35.356660,0 days 00:00:18.678938,32,0.4770373572646087,25,11,256,MSTR.O,COMPLETE,MSTR.O
21,0.034758550193170784,2025-05-01 10:23:35.364015,2025-05-01 10:23:44.323514,0 days 00:00:08.959499,32,0.183056134191072,25,1,171,MSTR.O,COMPLETE,MSTR.O
22,0.051591943584885676,2025-05-01 10:23:44.337600,2025-05-01 10:23:52.445083,0 days 00:00:08.107483,32,0.2624447980116647,29,6,174,MSTR.O,COMPLETE,MSTR.O
23,0.03498805710563891,2025-05-01 10:23:52.451453,2025-05-01 10:24:01.870929,0 days 00:00:09.419476,32,0.3242494564080123,25,1,205,MSTR.O,COMPLETE,MSTR.O
24,0.042627410552607596,2025-05-01 10:24:01.876568,2025-05-01 10:24:44.106740,0 days 00:00:42.230172,32,0.1477027402947674,33,16,185,MSTR.O,COMPLETE,MSTR.O
25,0.047857856628352534,2025-05-01 10:24:44.115447,2025-05-01 10:24:53.783613,0 days 00:00:09.668166,32,0.24687367485437486,26,6,219,MSTR.O,COMPLETE,MSTR.O
26,0.057375317542318165,2025-05-01 10:24:53.789925,2025-05-01 10:25:06.192648,0 days 00:00:12.402723,64,0.2900574310549053,29,21,130,MSTR.O,COMPLETE,MSTR.O
27,0.034416508882075245,2025-05-01 10:25:06.199660,2025-05-01 10:25:14.603368,0 days 00:00:08.403708,32,0.32419411834710277,23,1,235,MSTR.O,COMPLETE,MSTR.O
28,0.05538136157776708,2025-05-01 10:25:14.612403,2025-05-01 10:25:28.022748,0 days 00:00:13.410345,32,0.37966093065862616,23,11,240,MSTR.O,COMPLETE,MSTR.O
29,0.057988130388458785,2025-05-01 10:25:28.028974,2025-05-01 10:25:55.582025,0 days 00:00:27.553051,32,0.42545164472459385,22,31,209,MSTR.O,COMPLETE,MSTR.O
0,0.053010274741249405,2025-05-01 10:25:55.630069,2025-05-01 10:26:23.433674,0 days 00:00:27.803605,32,0.4799781680041657,35,41,72,MU.O,COMPLETE,MU.O
1,0.06388184030947858,2025-05-01 10:26:23.441992,2025-05-01 10:26:54.959032,0 days 00:00:31.517040,32,0.19677569888704413,35,51,126,MU.O,COMPLETE,MU.O
2,0.0368478500498736,2025-05-01 10:26:54.966373,2025-05-01 10:27:04.856322,0 days 00:00:09.889949,32,0.4839906420292528,29,1,160,MU.O,COMPLETE,MU.O
3,0.05819335234465182,2025-05-01 10:27:04.868067,2025-05-01 10:27:32.448781,0 days 00:00:27.580714,64,0.4102571854328133,21,21,224,MU.O,COMPLETE,MU.O
4,0.05572357332683909,2025-05-01 10:27:32.455354,2025-05-01 10:28:17.742979,0 days 00:00:45.287625,64,0.27599825518153526,21,51,191,MU.O,COMPLETE,MU.O
5,0.04887747353136617,2025-05-01 10:28:17.749879,2025-05-01 10:28:58.377659,0 days 00:00:40.627780,32,0.26564047768390037,28,36,141,MU.O,COMPLETE,MU.O
6,0.06622455453123725,2025-05-01 10:28:58.383822,2025-05-01 10:29:16.666072,0 days 00:00:18.282250,32,0.1721865482877747,33,51,110,MU.O,COMPLETE,MU.O
7,0.05538440945936614,2025-05-01 10:29:16.672648,2025-05-01 10:30:16.100804,0 days 00:00:59.428156,64,0.2356844609424575,32,51,195,MU.O,COMPLETE,MU.O
8,0.03662786784450253,2025-05-01 10:30:16.108328,2025-05-01 10:30:25.496235,0 days 00:00:09.387907,32,0.14584202518427244,34,1,208,MU.O,COMPLETE,MU.O
9,0.06553340344671427,2025-05-01 10:30:25.503749,2025-05-01 10:30:40.134702,0 days 00:00:14.630953,32,0.1510707794744151,20,21,46,MU.O,COMPLETE,MU.O
10,0.036919808079956894,2025-05-01 10:30:40.142896,2025-05-01 10:30:48.929348,0 days 00:00:08.786452,64,0.10855032053000804,24,1,256,MU.O,COMPLETE,MU.O
11,0.03699678118571818,2025-05-01 10:30:48.935122,2025-05-01 10:30:56.389421,0 days 00:00:07.454299,32,0.376990327150736,29,1,173,MU.O,COMPLETE,MU.O
12,0.05043646554957285,2025-05-01 10:30:56.397859,2025-05-01 10:31:20.505741,0 days 00:00:24.107882,32,0.34738088356139696,31,11,167,MU.O,COMPLETE,MU.O
13,0.05310040408537292,2025-05-01 10:31:20.513977,2025-05-01 10:31:51.374583,0 days 00:00:30.860606,32,0.49542368629025224,26,11,223,MU.O,COMPLETE,MU.O
14,0.05521503983264193,2025-05-01 10:31:51.381081,2025-05-01 10:32:06.156375,0 days 00:00:14.775294,32,0.33695951344768815,25,11,101,MU.O,COMPLETE,MU.O
15,0.03632642007417944,2025-05-01 10:32:06.164925,2025-05-01 10:32:13.811841,0 days 00:00:07.646916,32,0.4317051287819943,30,1,163,MU.O,COMPLETE,MU.O
16,0.05093162320696616,2025-05-01 10:32:13.820651,2025-05-01 10:33:02.956991,0 days 00:00:49.136340,32,0.41904342354831176,31,21,223,MU.O,COMPLETE,MU.O
17,0.04635430957008991,2025-05-01 10:33:02.967282,2025-05-01 10:33:30.826095,0 days 00:00:27.858813,32,0.10988082537180632,33,6,193,MU.O,COMPLETE,MU.O
18,0.05231042343665245,2025-05-01 10:33:30.833760,2025-05-01 10:34:17.266127,0 days 00:00:46.432367,64,0.31287692276688583,30,31,237,MU.O,COMPLETE,MU.O
19,0.04941767409176126,2025-05-01 10:34:17.272892,2025-05-01 10:34:49.503900,0 days 00:00:32.231008,32,0.221420789262177,34,16,139,MU.O,COMPLETE,MU.O
20,0.05442313589636428,2025-05-01 10:34:49.514239,2025-05-01 10:35:09.722769,0 days 00:00:20.208530,32,0.4233237880487898,27,6,195,MU.O,COMPLETE,MU.O
21,0.036657008527631894,2025-05-01 10:35:09.730271,2025-05-01 10:35:18.527524,0 days 00:00:08.797253,32,0.45889399353994825,29,1,166,MU.O,COMPLETE,MU.O
22,0.05310970665484106,2025-05-01 10:35:18.536315,2025-05-01 10:35:39.541413,0 days 00:00:21.005098,32,0.45746312682375156,31,6,160,MU.O,COMPLETE,MU.O
23,0.036322338659738065,2025-05-01 10:35:39.549478,2025-05-01 10:35:46.669904,0 days 00:00:07.120426,32,0.3813752246785035,28,1,178,MU.O,COMPLETE,MU.O
24,0.053798228293811486,2025-05-01 10:35:46.682513,2025-05-01 10:36:16.711565,0 days 00:00:30.029052,32,0.3759161048427219,23,16,181,MU.O,COMPLETE,MU.O
25,0.05056107449111705,2025-05-01 10:36:16.719489,2025-05-01 10:36:35.659547,0 days 00:00:18.940058,32,0.38602186830025,27,6,210,MU.O,COMPLETE,MU.O
26,0.05218024580340558,2025-05-01 10:36:35.667307,2025-05-01 10:37:14.748723,0 days 00:00:39.081416,64,0.3350583707131547,33,16,249,MU.O,COMPLETE,MU.O
27,0.051429694555037715,2025-05-01 10:37:14.755154,2025-05-01 10:37:54.048048,0 days 00:00:39.292894,32,0.44457485211063025,28,26,209,MU.O,COMPLETE,MU.O
28,0.051311562615588835,2025-05-01 10:37:54.058234,2025-05-01 10:38:14.340358,0 days 00:00:20.282124,32,0.2906342727138707,30,11,126,MU.O,COMPLETE,MU.O
29,0.049227982516794735,2025-05-01 10:38:14.350386,2025-05-01 10:38:52.603854,0 days 00:00:38.253468,32,0.3990776492579192,35,41,90,MU.O,COMPLETE,MU.O
0,0.045845351256182915,2025-05-01 10:38:52.653363,2025-05-01 10:39:00.529804,0 days 00:00:07.876441,32,0.23237833325013502,31,6,174,NVDA.O,COMPLETE,NVDA.O
1,0.051516845156547524,2025-05-01 10:39:00.537437,2025-05-01 10:39:29.178307,0 days 00:00:28.640870,32,0.26724743504909665,32,51,147,NVDA.O,COMPLETE,NVDA.O
2,0.05190032417689968,2025-05-01 10:39:29.186820,2025-05-01 10:39:40.864504,0 days 00:00:11.677684,32,0.4499200498628496,30,41,100,NVDA.O,COMPLETE,NVDA.O
3,0.04659985595204604,2025-05-01 10:39:40.874223,2025-05-01 10:39:47.718016,0 days 00:00:06.843793,32,0.3836630097510455,21,11,78,NVDA.O,COMPLETE,NVDA.O
4,0.05188270032595396,2025-05-01 10:39:47.725193,2025-05-01 10:40:11.344834,0 days 00:00:23.619641,32,0.28487351693037666,33,36,135,NVDA.O,COMPLETE,NVDA.O
5,0.05352210219266632,2025-05-01 10:40:11.352635,2025-05-01 10:40:33.452299,0 days 00:00:22.099664,64,0.2974073504964574,20,41,243,NVDA.O,COMPLETE,NVDA.O
6,0.07618772848116619,2025-05-01 10:40:33.461380,2025-05-01 10:40:43.283293,0 days 00:00:09.821913,64,0.24017483048716046,20,51,81,NVDA.O,COMPLETE,NVDA.O
7,0.05597231215561093,2025-05-01 10:40:43.290320,2025-05-01 10:40:51.363074,0 days 00:00:08.072754,32,0.21462059360064747,28,21,84,NVDA.O,COMPLETE,NVDA.O
8,0.059706654792150066,2025-05-01 10:40:51.370025,2025-05-01 10:41:10.231621,0 days 00:00:18.861596,32,0.40979783664981173,26,36,117,NVDA.O,COMPLETE,NVDA.O
9,0.053393396805828115,2025-05-01 10:41:10.239266,2025-05-01 10:41:16.009413,0 days 00:00:05.770147,32,0.30764443340265296,30,11,70,NVDA.O,COMPLETE,NVDA.O
10,0.03002565670499014,2025-05-01 10:41:16.015102,2025-05-01 10:41:23.804619,0 days 00:00:07.789517,64,0.10221211883976261,35,1,197,NVDA.O,COMPLETE,NVDA.O
11,0.029215075429848903,2025-05-01 10:41:23.811527,2025-05-01 10:41:30.559265,0 days 00:00:06.747738,64,0.10105978969585422,35,1,196,NVDA.O,COMPLETE,NVDA.O
12,0.030849999070994567,2025-05-01 10:41:30.565136,2025-05-01 10:41:38.118756,0 days 00:00:07.553620,64,0.1058773593277907,35,1,209,NVDA.O,COMPLETE,NVDA.O
13,0.052957994236090614,2025-05-01 10:41:38.125547,2025-05-01 10:41:48.628233,0 days 00:00:10.502686,64,0.1103262647635597,34,16,194,NVDA.O,COMPLETE,NVDA.O
14,0.031580907019423315,2025-05-01 10:41:48.635325,2025-05-01 10:41:55.334361,0 days 00:00:06.699036,64,0.16440387892372058,35,1,249,NVDA.O,COMPLETE,NVDA.O
15,0.05263777469705355,2025-05-01 10:41:55.341621,2025-05-01 10:42:08.144905,0 days 00:00:12.803284,64,0.17772417023472925,24,26,215,NVDA.O,COMPLETE,NVDA.O
16,0.029582734246037277,2025-05-01 10:42:08.151160,2025-05-01 10:42:16.443648,0 days 00:00:08.292488,64,0.15265097403450525,28,1,182,NVDA.O,COMPLETE,NVDA.O
17,0.05126959920661894,2025-05-01 10:42:16.449693,2025-05-01 10:42:23.684609,0 days 00:00:07.234916,64,0.16291988568145122,24,11,162,NVDA.O,COMPLETE,NVDA.O
18,0.06386600607808993,2025-05-01 10:42:23.690963,2025-05-01 10:42:34.385168,0 days 00:00:10.694205,64,0.33902279182491546,28,21,178,NVDA.O,COMPLETE,NVDA.O
19,0.0440409915785033,2025-05-01 10:42:34.392522,2025-05-01 10:42:43.539747,0 days 00:00:09.147225,64,0.1456037455233258,26,6,230,NVDA.O,COMPLETE,NVDA.O
20,0.06544274133140542,2025-05-01 10:42:43.552334,2025-05-01 10:42:50.399001,0 days 00:00:06.846667,64,0.18973392678173087,23,16,35,NVDA.O,COMPLETE,NVDA.O
21,0.029035024321450647,2025-05-01 10:42:50.410191,2025-05-01 10:42:57.641559,0 days 00:00:07.231368,64,0.10051661871222374,33,1,195,NVDA.O,COMPLETE,NVDA.O
22,0.05191917008202965,2025-05-01 10:42:57.649544,2025-05-01 10:43:06.505502,0 days 00:00:08.855958,64,0.13699227542955314,33,6,186,NVDA.O,COMPLETE,NVDA.O
23,0.032062066721321905,2025-05-01 10:43:06.512632,2025-05-01 10:43:14.203274,0 days 00:00:07.690642,64,0.13552878539686813,30,1,154,NVDA.O,COMPLETE,NVDA.O
24,0.04557453557265735,2025-05-01 10:43:14.209313,2025-05-01 10:43:22.112002,0 days 00:00:07.902689,64,0.20303572979079343,32,6,219,NVDA.O,COMPLETE,NVDA.O
25,0.05265671542614529,2025-05-01 10:43:22.118700,2025-05-01 10:43:31.446314,0 days 00:00:09.327614,64,0.13026618823635247,33,16,132,NVDA.O,COMPLETE,NVDA.O
26,0.02974988511242495,2025-05-01 10:43:31.452162,2025-05-01 10:43:39.255313,0 days 00:00:07.803151,64,0.10053556044071946,29,1,166,NVDA.O,COMPLETE,NVDA.O
27,0.060032544287154356,2025-05-01 10:43:39.262822,2025-05-01 10:43:46.859677,0 days 00:00:07.596855,64,0.16006238937001746,26,11,203,NVDA.O,COMPLETE,NVDA.O
28,0.05164135629820117,2025-05-01 10:43:46.865876,2025-05-01 10:44:14.980036,0 days 00:00:28.114160,64,0.19461424438136055,34,56,233,NVDA.O,COMPLETE,NVDA.O
